geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CH06,202135,10842,238,10604,211134,1,100,2.2,-0.5999999999999996,4.5,825745,1313,25568.91,3703,448.45,0,51.9,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH07,202135,1527,62,1465,97735,1,100,4.1,-2.9000000000000004,3.4,350986,435.06,27845.84,151,43.02,0,11,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH01,202135,23952,2793,21159,1709745,1,100,11.7,-2.6000000000000014,10.5,1669608,1434.59,102403.98,3179,190.41,0,15.3,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH02,202135,30211,3739,26472,1349611,1,100,12.4,-1.6999999999999993,10.5,1895693,1593.67,71193.54,4186,220.82,0,16.1,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH03,202135,21866,2593,19273,937916,1,100,11.9,-2.0999999999999996,8.8,1181776,1850.27,79364.96,747,63.21,0,3.5,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH04,202135,21363,3541,17822,1268729,1,100,16.6,-1.3999999999999986,9.1,1553423,1375.22,81673.12,3005,193.44,0,16.4,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH05,202135,20003,3599,16404,861579,1,100,18,-0.3000000000000007,10.3,1193069,1676.6,72215.35,3790,317.67,0,23.4,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH06,202135,13467,1981,11486,576502,1,100,14.7,-0.20000000000000107,10.5,825745,1630.89,69815.98,3136,379.78,0,30.4,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH07,202135,2828,265,2563,287323,1,100,9.4,-4.799999999999999,11.2,350986,805.73,81861.67,299,85.19,0,11.8,COVID19Test,2021-11-26_07-48-10,isoweek,2021-35,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH01,202136,15273,514,14759,580996,1,100,3.4,-0.6999999999999997,6,1669608,914.77,34798.35,1613,96.61,0,11.8,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH02,202136,21515,536,20979,494237,1,100,2.5,-0.10000000000000009,4.6,1895693,1134.94,26071.57,-1356,-71.53,0,-5.9,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH03,202136,15357,213,15144,361854,1,100,1.4,-0.30000000000000004,3.9,1181776,1299.48,30619.51,-2029,-171.7,0,-11.7,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH04,202136,16933,559,16374,561714,1,100,3.3,-0.20000000000000018,4.6,1553423,1090.04,36159.76,847,54.52,0,5.3,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH05,202136,7482,372,7110,314152,1,100,5,-0.20000000000000018,6.3,1193069,627.12,26331.42,-589,-49.37,0,-7.3,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH06,202136,12215,249,11966,223349,1,100,2,-0.20000000000000018,4.4,825745,1479.27,27048.18,1373,166.27,0,12.7,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH07,202136,1677,41,1636,99412,1,100,2.4,-1.6999999999999997,3.4,350986,477.8,28323.64,150,42.74,0,9.8,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Antigen_Schnelltest,
CH01,202136,24709,2659,22050,1734454,1,100,10.8,-0.8999999999999986,10.5,1669608,1479.93,103883.91,757,45.34,0,3.2,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH02,202136,32541,3625,28916,1382152,1,100,11.1,-1.3000000000000007,10.5,1895693,1716.58,72910.12,2330,122.91,0,7.7,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH03,202136,23054,2222,20832,960970,1,100,9.6,-2.3000000000000007,8.8,1181776,1950.79,81315.75,1188,100.52,0,5.4,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
CH04,202136,26216,3942,22274,1294945,1,100,15,-1.6000000000000014,9.2,1553423,1687.63,83360.75,4853,312.41,0,22.7,COVID19Test,2021-11-26_07-48-10,isoweek,2021-36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,PCR,
