date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202052,AG,vaccination_centre,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,AG,vaccination_centre,246,location,694072,246,NA,0.996,99.6,99.2,0.04,0.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,AG,vaccination_centre,2281,location,694072,2527,NA,0.903,90.3,91.10000000000001,0.33,0.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,AG,vaccination_centre,2779,location,694072,5306,NA,0.794,79.4,84.6,0.4,0.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,AG,vaccination_centre,4741,location,694072,10047,NA,0.768,76.8,80.7,0.68,1.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,AG,vaccination_centre,4029,location,694072,14076,NA,0.636,63.6,75,0.58,2.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,AG,vaccination_centre,5212,location,694072,19288,NA,0.602,60.199999999999996,70.3,0.75,2.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,AG,vaccination_centre,6334,location,694072,25622,NA,0.821,82.1,72.89999999999999,0.91,3.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,AG,vaccination_centre,9708,location,694072,35330,NA,0.873,87.3,76.3,1.4,5.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,AG,vaccination_centre,11769,location,694072,47099,NA,0.79,79,77,1.7,6.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,AG,vaccination_centre,10744,location,694072,57843,NA,0.782,78.2,77.2,1.55,8.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,AG,vaccination_centre,12003,location,694072,69846,NA,0.882,88.2,78.9,1.73,10.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,AG,vaccination_centre,10298,location,694072,80144,NA,0.974,97.39999999999999,80.9,1.48,11.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,AG,vaccination_centre,16175,location,694072,96319,NA,0.984,98.4,83.39999999999999,2.33,13.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,AG,vaccination_centre,15449,location,694072,111768,NA,0.983,98.3,85.2,2.23,16.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,AG,vaccination_centre,19505,location,694072,131273,NA,0.934,93.4,86.3,2.81,18.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,AG,vaccination_centre,24051,location,694072,155324,NA,0.955,95.5,87.6,3.47,22.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,AG,vaccination_centre,27382,location,694072,182706,NA,0.915,91.5,88.2,3.95,26.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,AG,vaccination_centre,23248,location,694072,205954,NA,0.932,93.2,88.7,3.35,29.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,AG,vaccination_centre,29594,location,694072,235548,NA,0.852,85.2,88.3,4.26,33.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,AG,vaccination_centre,27878,location,694072,263426,NA,0.853,85.3,87.9,4.02,37.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,AG,vaccination_centre,30040,location,694072,293466,NA,0.779,77.9,86.8,4.33,42.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,AG,vaccination_centre,33262,location,694072,326728,NA,0.813,81.3,86.2,4.79,47.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,AG,vaccination_centre,44120,location,694072,370848,NA,0.86,86,86.2,6.36,53.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,AG,vaccination_centre,43769,location,694072,414617,NA,0.878,87.8,86.3,6.31,59.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,AG,vaccination_centre,35661,location,694072,450278,NA,0.843,84.3,86.2,5.14,64.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,AG,vaccination_centre,29363,location,694072,479641,NA,0.816,81.6,85.9,4.23,69.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,AG,vaccination_centre,29815,location,694072,509456,NA,0.853,85.3,85.9,4.3,73.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,AG,vaccination_centre,32671,location,694072,542127,NA,0.914,91.4,86.2,4.71,78.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,AG,vaccination_centre,27663,location,694072,569790,NA,0.939,93.89999999999999,86.5,3.99,82.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,AG,vaccination_centre,17410,location,694072,587200,NA,0.911,91.10000000000001,86.6,2.51,84.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,AG,vaccination_centre,13277,location,694072,600477,NA,0.902,90.2,86.7,1.91,86.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AG,vaccination_centre,11039,location,694072,611516,NA,0.862,86.2,86.7,1.59,88.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AG,vaccination_centre,9447,location,694072,620963,NA,0.844,84.39999999999999,86.7,1.36,89.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AG,vaccination_centre,10293,location,694072,631256,NA,0.852,85.2,86.7,1.48,90.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AG,vaccination_centre,12967,location,694072,644223,NA,0.861,86.1,86.6,1.87,92.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AG,vaccination_centre,12722,location,694072,656945,NA,0.858,85.8,86.6,1.83,94.65,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,AG,vaccination_centre,15189,location,694072,672134,NA,0.879,87.9,86.7,2.19,96.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,AG,vaccination_centre,16522,location,694072,688656,NA,0.852,85.2,86.6,2.38,99.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,AG,vaccination_centre,13356,location,694072,702012,NA,0.819,81.89999999999999,86.5,1.92,101.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,AG,vaccination_centre,12178,location,694072,714190,NA,0.831,83.1,86.5,1.75,102.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,AG,vaccination_centre,12444,location,694072,726634,NA,0.916,91.60000000000001,86.5,1.79,104.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,AG,vaccination_centre,12294,location,694072,738928,NA,0.89,89,86.6,1.77,106.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,AG,vaccination_centre,8622,location,694072,747550,NA,0.8,80,86.5,1.24,107.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,AG,vaccination_centre,6403,location,694072,753953,NA,0.775,77.5,86.4,0.92,108.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,AG,vaccination_centre,4735,location,694072,758688,NA,0.799,79.9,86.4,0.68,109.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,AG,vaccination_centre,6081,location,694072,764769,NA,0.802,80.2,86.3,0.88,110.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,AG,vaccination_centre,21088,location,694072,785857,NA,0.867,86.7,86.3,3.04,113.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,AG,nursing_home,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,AG,nursing_home,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,AG,nursing_home,242,location,694072,242,NA,0.096,9.6,8.7,0.03,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,AG,nursing_home,720,location,694072,962,NA,0.206,20.599999999999998,15.299999999999999,0.1,0.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,AG,nursing_home,1423,location,694072,2385,NA,0.231,23.1,19.2,0.21,0.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,AG,nursing_home,2295,location,694072,4680,NA,0.362,36.199999999999996,24.9,0.33,0.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,AG,nursing_home,3440,location,694072,8120,NA,0.397,39.7,29.599999999999998,0.5,1.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,AG,nursing_home,1376,location,694072,9496,NA,0.178,17.8,27,0.2,1.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,AG,nursing_home,1385,location,694072,10881,NA,0.125,12.5,23.5,0.2,1.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,AG,nursing_home,3116,location,694072,13997,NA,0.209,20.9,22.900000000000002,0.45,2.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,AG,nursing_home,2952,location,694072,16949,NA,0.215,21.5,22.6,0.43,2.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,AG,nursing_home,1581,location,694072,18530,NA,0.116,11.600000000000001,20.9,0.23,2.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,AG,nursing_home,264,location,694072,18794,NA,0.025,2.5,19,0.04,2.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,AG,nursing_home,230,location,694072,19024,NA,0.014,1.4000000000000001,16.5,0.03,2.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,AG,nursing_home,226,location,694072,19250,NA,0.014,1.4000000000000001,14.7,0.03,2.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,AG,nursing_home,657,location,694072,19907,NA,0.031,3.1,13.100000000000001,0.09,2.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,AG,nursing_home,542,location,694072,20449,NA,0.022,2.1999999999999997,11.5,0.08,2.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,AG,nursing_home,2048,location,694072,22497,NA,0.068,6.800000000000001,10.9,0.3,3.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,AG,nursing_home,1101,location,694072,23598,NA,0.044,4.3999999999999995,10.2,0.16,3.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,AG,nursing_home,563,location,694072,24161,NA,0.016,1.6,9.1,0.08,3.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,AG,nursing_home,587,location,694072,24748,NA,0.018,1.7999999999999998,8.3,0.08,3.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,AG,nursing_home,2094,location,694072,26842,NA,0.054,5.4,7.9,0.3,3.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,AG,nursing_home,1156,location,694072,27998,NA,0.028,2.8000000000000003,7.3999999999999995,0.17,4.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,AG,nursing_home,432,location,694072,28430,NA,0.008,0.8,6.6000000000000005,0.06,4.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,AG,nursing_home,280,location,694072,28710,NA,0.006,0.6,6,0.04,4.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,AG,nursing_home,125,location,694072,28835,NA,0.003,0.3,5.5,0.02,4.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,AG,nursing_home,130,location,694072,28965,NA,0.004,0.4,5.2,0.02,4.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,AG,nursing_home,283,location,694072,29248,NA,0.008,0.8,4.9,0.04,4.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,AG,nursing_home,2,location,694072,29250,NA,0,0,4.6,0,4.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,AG,nursing_home,0,location,694072,29250,NA,0,0,4.3999999999999995,0,4.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,AG,nursing_home,0,location,694072,29250,NA,0,0,4.3,0,4.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,AG,nursing_home,8,location,694072,29258,NA,0.001,0.1,4.2,0,4.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AG,nursing_home,234,location,694072,29492,NA,0.018,1.7999999999999998,4.2,0.03,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AG,nursing_home,2,location,694072,29494,NA,0,0,4.1000000000000005,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AG,nursing_home,1,location,694072,29495,NA,0,0,4,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AG,nursing_home,0,location,694072,29495,NA,0,0,4,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AG,nursing_home,0,location,694072,29495,NA,0,0,3.9,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,AG,nursing_home,0,location,694072,29495,NA,0,0,3.8,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,AG,nursing_home,0,location,694072,29495,NA,0,0,3.6999999999999997,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,AG,nursing_home,8,location,694072,29503,NA,0,0,3.5999999999999996,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,AG,nursing_home,0,location,694072,29503,NA,0,0,3.5999999999999996,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,AG,nursing_home,0,location,694072,29503,NA,0,0,3.5000000000000004,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,AG,nursing_home,0,location,694072,29503,NA,0,0,3.5000000000000004,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,AG,nursing_home,0,location,694072,29503,NA,0,0,3.4000000000000004,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,AG,nursing_home,0,location,694072,29503,NA,0,0,3.4000000000000004,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,AG,nursing_home,5,location,694072,29508,NA,0.001,0.1,3.4000000000000004,0,4.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,AG,nursing_home,69,location,694072,29577,NA,0.009,0.8999999999999999,3.3000000000000003,0.01,4.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,AG,nursing_home,772,location,694072,30349,NA,0.032,3.2,3.3000000000000003,0.11,4.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,AG,medical_practice,1,location,694072,1,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,AG,medical_practice,1,location,694072,2,NA,0.004,0.4,0.8,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,AG,medical_practice,1,location,694072,3,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,AG,medical_practice,1,location,694072,4,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,AG,medical_practice,2,location,694072,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,AG,medical_practice,5,location,694072,11,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,AG,medical_practice,2,location,694072,13,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,AG,medical_practice,1,location,694072,14,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,AG,medical_practice,5,location,694072,19,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,AG,medical_practice,4,location,694072,23,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,AG,medical_practice,0,location,694072,23,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,AG,medical_practice,3,location,694072,26,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,AG,medical_practice,5,location,694072,31,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,AG,medical_practice,28,location,694072,59,NA,0.002,0.2,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,AG,medical_practice,36,location,694072,95,NA,0.002,0.2,0.1,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,AG,medical_practice,726,location,694072,821,NA,0.035,3.5000000000000004,0.5,0.1,0.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,AG,medical_practice,588,location,694072,1409,NA,0.023,2.3,0.8,0.08,0.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,AG,medical_practice,484,location,694072,1893,NA,0.016,1.6,0.8999999999999999,0.07,0.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,AG,medical_practice,602,location,694072,2495,NA,0.024,2.4,1.0999999999999999,0.09,0.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,AG,medical_practice,4565,location,694072,7060,NA,0.131,13.100000000000001,2.6,0.66,1.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,AG,medical_practice,4233,location,694072,11293,NA,0.129,12.9,3.8,0.61,1.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,AG,medical_practice,6419,location,694072,17712,NA,0.166,16.6,5.2,0.92,2.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,AG,medical_practice,6443,location,694072,24155,NA,0.157,15.7,6.4,0.93,3.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,AG,medical_practice,6386,location,694072,30541,NA,0.125,12.5,7.1,0.92,4.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,AG,medical_practice,5261,location,694072,35802,NA,0.106,10.6,7.5,0.76,5.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,AG,medical_practice,6217,location,694072,42019,NA,0.147,14.7,8,0.9,6.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,AG,medical_practice,6052,location,694072,48071,NA,0.168,16.8,8.6,0.87,6.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,AG,medical_practice,3882,location,694072,51953,NA,0.111,11.1,8.799999999999999,0.56,7.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,AG,medical_practice,1792,location,694072,53745,NA,0.05,5,8.5,0.26,7.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,AG,medical_practice,860,location,694072,54605,NA,0.029,2.9000000000000004,8.3,0.12,7.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,AG,medical_practice,771,location,694072,55376,NA,0.04,4,8.200000000000001,0.11,7.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,AG,medical_practice,431,location,694072,55807,NA,0.029,2.9000000000000004,8.1,0.06,8.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AG,medical_practice,553,location,694072,56360,NA,0.043,4.3,8,0.08,8.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AG,medical_practice,505,location,694072,56865,NA,0.045,4.5,7.9,0.07,8.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AG,medical_practice,381,location,694072,57246,NA,0.032,3.2,7.9,0.05,8.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AG,medical_practice,368,location,694072,57614,NA,0.024,2.4,7.7,0.05,8.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AG,medical_practice,249,location,694072,57863,NA,0.017,1.7000000000000002,7.6,0.04,8.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,AG,medical_practice,284,location,694072,58147,NA,0.016,1.6,7.5,0.04,8.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,AG,medical_practice,486,location,694072,58633,NA,0.025,2.5,7.3999999999999995,0.07,8.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,AG,medical_practice,533,location,694072,59166,NA,0.033,3.3000000000000003,7.3,0.08,8.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,AG,medical_practice,324,location,694072,59490,NA,0.022,2.1999999999999997,7.199999999999999,0.05,8.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,AG,medical_practice,153,location,694072,59643,NA,0.011,1.0999999999999999,7.1,0.02,8.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,AG,medical_practice,280,location,694072,59923,NA,0.02,2,7.000000000000001,0.04,8.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,AG,medical_practice,419,location,694072,60342,NA,0.039,3.9,7.000000000000001,0.06,8.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,AG,medical_practice,235,location,694072,60577,NA,0.028,2.8000000000000003,6.9,0.03,8.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,AG,medical_practice,115,location,694072,60692,NA,0.019,1.9,6.9,0.02,8.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,AG,medical_practice,190,location,694072,60882,NA,0.025,2.5,6.9,0.03,8.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,AG,medical_practice,725,location,694072,61607,NA,0.03,3,6.800000000000001,0.1,8.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,AG,pharmacy,2,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,AG,pharmacy,0,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,AG,pharmacy,0,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,AG,pharmacy,0,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,AG,pharmacy,1,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,AG,pharmacy,3,location,694072,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,AG,pharmacy,0,location,694072,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,AG,pharmacy,1,location,694072,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,AG,pharmacy,1,location,694072,8,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,AG,pharmacy,0,location,694072,8,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,AG,pharmacy,2,location,694072,10,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,AG,pharmacy,2,location,694072,12,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,AG,pharmacy,56,location,694072,68,NA,0.001,0.1,0,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,AG,pharmacy,343,location,694072,411,NA,0.007,0.7000000000000001,0.1,0.05,0.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,AG,pharmacy,514,location,694072,925,NA,0.01,1,0.2,0.07,0.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,AG,pharmacy,294,location,694072,1219,NA,0.007,0.7000000000000001,0.2,0.04,0.18,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,AG,pharmacy,420,location,694072,1639,NA,0.012,1.2,0.3,0.06,0.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,AG,pharmacy,857,location,694072,2496,NA,0.025,2.5,0.4,0.12,0.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,AG,pharmacy,1159,location,694072,3655,NA,0.032,3.2,0.6,0.17,0.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,AG,pharmacy,884,location,694072,4539,NA,0.03,3,0.7000000000000001,0.13,0.65,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,AG,pharmacy,905,location,694072,5444,NA,0.047,4.7,0.8,0.13,0.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,AG,pharmacy,897,location,694072,6341,NA,0.061,6.1,0.8999999999999999,0.13,0.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,AG,pharmacy,867,location,694072,7208,NA,0.068,6.800000000000001,1,0.12,1.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,AG,pharmacy,1211,location,694072,8419,NA,0.108,10.8,1.2,0.17,1.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,AG,pharmacy,1231,location,694072,9650,NA,0.102,10.2,1.3,0.18,1.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,AG,pharmacy,1361,location,694072,11011,NA,0.09,9,1.5,0.2,1.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,AG,pharmacy,1247,location,694072,12258,NA,0.084,8.4,1.6,0.18,1.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
