date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202126,TG,nursing_home,812,location,282909,19656,NA,0.059,5.8999999999999995,8.4,0.29,6.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,TG,nursing_home,1242,location,282909,20898,NA,0.09,9,8.4,0.44,7.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,TG,nursing_home,237,location,282909,21135,NA,0.051,5.1,8.3,0.08,7.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,TG,nursing_home,37,location,282909,21172,NA,0.011,1.0999999999999999,8.200000000000001,0.01,7.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,TG,nursing_home,30,location,282909,21202,NA,0.009,0.8999999999999999,8.200000000000001,0.01,7.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,TG,nursing_home,0,location,282909,21202,NA,0,0,8.1,0,7.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,TG,nursing_home,0,location,282909,21202,NA,0,0,8,0,7.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,TG,nursing_home,0,location,282909,21202,NA,0,0,7.9,0,7.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,TG,nursing_home,0,location,282909,21202,NA,0,0,7.8,0,7.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,TG,nursing_home,301,location,282909,21503,NA,0.065,6.5,7.7,0.11,7.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,TG,nursing_home,749,location,282909,22252,NA,0.118,11.799999999999999,7.8,0.26,7.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,TG,nursing_home,817,location,282909,23069,NA,0.122,12.2,7.9,0.29,8.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,TG,nursing_home,577,location,282909,23646,NA,0.098,9.8,8,0.2,8.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,TG,nursing_home,391,location,282909,24037,NA,0.092,9.2,8,0.14,8.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,TG,nursing_home,702,location,282909,24739,NA,0.13,13,8.1,0.25,8.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,TG,nursing_home,840,location,282909,25579,NA,0.148,14.799999999999999,8.200000000000001,0.3,9.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,TG,nursing_home,485,location,282909,26064,NA,0.107,10.7,8.200000000000001,0.17,9.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,TG,nursing_home,357,location,282909,26421,NA,0.131,13.100000000000001,8.3,0.13,9.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,TG,nursing_home,30,location,282909,26451,NA,0.016,1.6,8.200000000000001,0.01,9.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,TG,nursing_home,580,location,282909,27031,NA,0.193,19.3,8.3,0.21,9.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,TG,nursing_home,773,location,282909,27804,NA,0.111,11.1,8.4,0.27,9.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,TG,medical_practice,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,TG,medical_practice,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,TG,medical_practice,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,TG,medical_practice,8,location,282909,8,NA,0.01,1,0.4,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,TG,medical_practice,0,location,282909,8,NA,0,0,0.2,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,TG,medical_practice,0,location,282909,8,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,TG,medical_practice,1,location,282909,9,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,TG,medical_practice,1917,location,282909,1926,NA,0.368,36.8,11.4,0.68,0.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,TG,medical_practice,907,location,282909,2833,NA,0.237,23.7,13.600000000000001,0.32,1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,TG,medical_practice,259,location,282909,3092,NA,0.056,5.6000000000000005,12.2,0.09,1.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,TG,medical_practice,107,location,282909,3199,NA,0.026,2.6,10.8,0.04,1.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,TG,medical_practice,31,location,282909,3230,NA,0.007,0.7000000000000001,9.5,0.01,1.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,TG,medical_practice,18,location,282909,3248,NA,0.005,0.5,8.6,0.01,1.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,TG,medical_practice,2494,location,282909,5742,NA,0.353,35.3,12.8,0.88,2.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,TG,medical_practice,1685,location,282909,7427,NA,0.275,27.500000000000004,14.6,0.6,2.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,TG,medical_practice,1399,location,282909,8826,NA,0.199,19.900000000000002,15.2,0.49,3.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,TG,medical_practice,2138,location,282909,10964,NA,0.263,26.3,16.6,0.76,3.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,TG,medical_practice,2309,location,282909,13273,NA,0.239,23.9,17.5,0.82,4.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,TG,medical_practice,3096,location,282909,16369,NA,0.227,22.7,18.3,1.09,5.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,TG,medical_practice,2760,location,282909,19129,NA,0.202,20.200000000000003,18.6,0.98,6.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,TG,medical_practice,2754,location,282909,21883,NA,0.19,19,18.6,0.97,7.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,TG,medical_practice,3431,location,282909,25314,NA,0.225,22.5,19.1,1.21,8.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,TG,medical_practice,2788,location,282909,28102,NA,0.143,14.299999999999999,18.5,0.99,9.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,TG,medical_practice,3118,location,282909,31220,NA,0.147,14.7,18,1.1,11.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,TG,medical_practice,2567,location,282909,33787,NA,0.112,11.200000000000001,17.2,0.91,11.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,TG,medical_practice,1851,location,282909,35638,NA,0.156,15.6,17.1,0.65,12.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,TG,medical_practice,1474,location,282909,37112,NA,0.114,11.4,16.8,0.52,13.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,TG,medical_practice,1331,location,282909,38443,NA,0.097,9.700000000000001,16.400000000000002,0.47,13.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,TG,medical_practice,604,location,282909,39047,NA,0.044,4.3999999999999995,15.7,0.21,13.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,TG,medical_practice,918,location,282909,39965,NA,0.197,19.7,15.8,0.32,14.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,TG,medical_practice,361,location,282909,40326,NA,0.105,10.5,15.7,0.13,14.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,TG,medical_practice,66,location,282909,40392,NA,0.02,2,15.5,0.02,14.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,TG,medical_practice,28,location,282909,40420,NA,0.012,1.2,15.4,0.01,14.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,TG,medical_practice,45,location,282909,40465,NA,0.014,1.4000000000000001,15.2,0.02,14.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,TG,medical_practice,26,location,282909,40491,NA,0.008,0.8,15.1,0.01,14.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,TG,medical_practice,31,location,282909,40522,NA,0.007,0.7000000000000001,14.799999999999999,0.01,14.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,TG,medical_practice,60,location,282909,40582,NA,0.013,1.3,14.6,0.02,14.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,TG,medical_practice,54,location,282909,40636,NA,0.009,0.8999999999999999,14.299999999999999,0.02,14.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,TG,medical_practice,30,location,282909,40666,NA,0.004,0.4,14.000000000000002,0.01,14.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,TG,medical_practice,79,location,282909,40745,NA,0.013,1.3,13.700000000000001,0.03,14.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,TG,medical_practice,170,location,282909,40915,NA,0.04,4,13.600000000000001,0.06,14.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,TG,medical_practice,116,location,282909,41031,NA,0.022,2.1999999999999997,13.4,0.04,14.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,TG,medical_practice,65,location,282909,41096,NA,0.011,1.0999999999999999,13.200000000000001,0.02,14.53,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,TG,medical_practice,84,location,282909,41180,NA,0.019,1.9,13,0.03,14.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,TG,medical_practice,70,location,282909,41250,NA,0.026,2.6,12.9,0.02,14.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,TG,medical_practice,75,location,282909,41325,NA,0.039,3.9,12.9,0.03,14.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,TG,medical_practice,92,location,282909,41417,NA,0.031,3.1,12.8,0.03,14.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,TG,medical_practice,341,location,282909,41758,NA,0.049,4.9,12.6,0.12,14.76,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,TG,pharmacy,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,TG,pharmacy,34,location,282909,34,NA,0.002,0.2,0,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,TG,pharmacy,319,location,282909,353,NA,0.068,6.800000000000001,0.1,0.11,0.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,TG,pharmacy,191,location,282909,544,NA,0.055,5.5,0.2,0.07,0.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,TG,pharmacy,242,location,282909,786,NA,0.075,7.5,0.3,0.09,0.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,TG,pharmacy,226,location,282909,1012,NA,0.097,9.700000000000001,0.4,0.08,0.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,TG,pharmacy,380,location,282909,1392,NA,0.122,12.2,0.5,0.13,0.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,TG,pharmacy,285,location,282909,1677,NA,0.088,8.799999999999999,0.6,0.1,0.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,TG,pharmacy,342,location,282909,2019,NA,0.08,8,0.7000000000000001,0.12,0.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,TG,pharmacy,297,location,282909,2316,NA,0.064,6.4,0.8,0.1,0.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,TG,pharmacy,348,location,282909,2664,NA,0.055,5.5,0.8999999999999999,0.12,0.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,TG,pharmacy,469,location,282909,3133,NA,0.07,7.000000000000001,1.0999999999999999,0.17,1.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,TG,pharmacy,373,location,282909,3506,NA,0.063,6.3,1.2,0.13,1.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,TG,pharmacy,327,location,282909,3833,NA,0.077,7.7,1.3,0.12,1.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,TG,pharmacy,397,location,282909,4230,NA,0.074,7.3999999999999995,1.4000000000000001,0.14,1.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,TG,pharmacy,332,location,282909,4562,NA,0.058,5.800000000000001,1.5,0.12,1.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,TG,pharmacy,337,location,282909,4899,NA,0.074,7.3999999999999995,1.5,0.12,1.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,TG,pharmacy,212,location,282909,5111,NA,0.078,7.8,1.6,0.07,1.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,TG,pharmacy,178,location,282909,5289,NA,0.093,9.3,1.6,0.06,1.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,TG,pharmacy,255,location,282909,5544,NA,0.085,8.5,1.7000000000000002,0.09,1.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,TG,pharmacy,297,location,282909,5841,NA,0.043,4.3,1.7999999999999998,0.1,2.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,TG,hospital,18,location,282909,18,NA,1,100,100,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,TG,hospital,274,location,282909,292,NA,1,100,100,0.1,0.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,TG,hospital,319,location,282909,611,NA,0.401,40.1,56.2,0.11,0.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,TG,hospital,230,location,282909,841,NA,0.282,28.199999999999996,44.2,0.08,0.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,TG,hospital,138,location,282909,979,NA,0.065,6.5,24.2,0.05,0.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,TG,hospital,740,location,282909,1719,NA,0.189,18.9,21.6,0.26,0.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,TG,hospital,351,location,282909,2070,NA,0.092,9.2,17.599999999999998,0.12,0.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,TG,hospital,260,location,282909,2330,NA,0.05,5,13.700000000000001,0.09,0.82,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,TG,hospital,15,location,282909,2345,NA,0.004,0.4,11.3,0.01,0.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,TG,hospital,0,location,282909,2345,NA,0,0,9.2,0,0.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,TG,hospital,56,location,282909,2401,NA,0.014,1.4000000000000001,8.1,0.02,0.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,TG,hospital,446,location,282909,2847,NA,0.101,10.100000000000001,8.4,0.16,1.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,TG,hospital,128,location,282909,2975,NA,0.034,3.4000000000000004,7.9,0.05,1.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,TG,hospital,48,location,282909,3023,NA,0.007,0.7000000000000001,6.800000000000001,0.02,1.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,TG,hospital,18,location,282909,3041,NA,0.003,0.3,6,0.01,1.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,TG,hospital,12,location,282909,3053,NA,0.002,0.2,5.3,0,1.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,TG,hospital,46,location,282909,3099,NA,0.006,0.6,4.7,0.02,1.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,TG,hospital,463,location,282909,3562,NA,0.048,4.8,4.7,0.16,1.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,TG,hospital,313,location,282909,3875,NA,0.023,2.3,4.3,0.11,1.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,TG,hospital,383,location,282909,4258,NA,0.028,2.8000000000000003,4.1000000000000005,0.14,1.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,TG,hospital,180,location,282909,4438,NA,0.012,1.2,3.8,0.06,1.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,TG,hospital,441,location,282909,4879,NA,0.029,2.9000000000000004,3.6999999999999997,0.16,1.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,TG,hospital,291,location,282909,5170,NA,0.015,1.5,3.4000000000000004,0.1,1.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,TG,hospital,320,location,282909,5490,NA,0.015,1.5,3.2,0.11,1.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,TG,hospital,337,location,282909,5827,NA,0.015,1.5,3,0.12,2.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,TG,hospital,24,location,282909,5851,NA,0.002,0.2,2.8000000000000003,0.01,2.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,TG,hospital,0,location,282909,5851,NA,0,0,2.6,0,2.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,TG,hospital,97,location,282909,5948,NA,0.007,0.7000000000000001,2.5,0.03,2.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,TG,hospital,11,location,282909,5959,NA,0.001,0.1,2.4,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,TG,hospital,0,location,282909,5959,NA,0,0,2.4,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,TG,hospital,4,location,282909,5963,NA,0.001,0.1,2.3,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,TG,hospital,0,location,282909,5963,NA,0,0,2.3,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,TG,hospital,0,location,282909,5963,NA,0,0,2.3,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,TG,hospital,0,location,282909,5963,NA,0,0,2.1999999999999997,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,TG,hospital,6,location,282909,5969,NA,0.002,0.2,2.1999999999999997,0,2.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,TG,hospital,42,location,282909,6011,NA,0.01,1,2.1999999999999997,0.01,2.12,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,TG,hospital,94,location,282909,6105,NA,0.02,2,2.1999999999999997,0.03,2.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,TG,hospital,8,location,282909,6113,NA,0.001,0.1,2.1999999999999997,0,2.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,TG,hospital,52,location,282909,6165,NA,0.008,0.8,2.1,0.02,2.18,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,TG,hospital,81,location,282909,6246,NA,0.014,1.4000000000000001,2.1,0.03,2.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,TG,hospital,21,location,282909,6267,NA,0.005,0.5,2.1,0.01,2.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,TG,hospital,49,location,282909,6316,NA,0.009,0.8999999999999999,2.1,0.02,2.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,TG,hospital,17,location,282909,6333,NA,0.003,0.3,2,0.01,2.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,TG,hospital,12,location,282909,6345,NA,0.003,0.3,2,0,2.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,TG,hospital,38,location,282909,6383,NA,0.014,1.4000000000000001,2,0.01,2.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,TG,hospital,6,location,282909,6389,NA,0.003,0.3,2,0,2.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,TG,hospital,216,location,282909,6605,NA,0.072,7.199999999999999,2,0.08,2.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,TG,hospital,229,location,282909,6834,NA,0.033,3.3000000000000003,2.1,0.08,2.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,TG,other,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,TG,other,0,location,282909,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,TG,other,1,location,282909,1,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,TG,other,0,location,282909,1,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,TG,other,0,location,282909,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,TG,other,0,location,282909,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,TG,other,1,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,TG,other,0,location,282909,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
