date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202145,CHFL,80+,18821,altersklasse_covid19,age_group_AKL10,459898,861084,4.09,187.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.151,15.1
202146,CHFL,80+,60531,altersklasse_covid19,age_group_AKL10,459898,921615,13.16,200.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.261,26.1
202052,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202101,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202102,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202103,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202104,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202105,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202106,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202107,FL,0 - 9,1,altersklasse_covid19,age_group_AKL10,3784,1,0.03,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.002,0.2
202108,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202109,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202110,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202111,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202112,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202113,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202114,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202115,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202116,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202117,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202118,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202119,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202120,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202121,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,1,0,0.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202122,FL,0 - 9,1,altersklasse_covid19,age_group_AKL10,3784,2,0.03,0.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202123,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,2,0,0.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202124,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,2,0,0.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202125,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,2,0,0.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202126,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,2,0,0.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202127,FL,0 - 9,1,altersklasse_covid19,age_group_AKL10,3784,3,0.03,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202128,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202129,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202130,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202131,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202132,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202133,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202134,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202135,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202136,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202137,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202138,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202139,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202140,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202141,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202142,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202143,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202144,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202145,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202146,FL,0 - 9,0,altersklasse_covid19,age_group_AKL10,3784,3,0,0.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202052,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202101,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202102,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202103,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202104,FL,10 - 19,8,altersklasse_covid19,age_group_AKL10,3877,8,0.21,0.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.016,1.6
202105,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,8,0,0.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202106,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,8,0,0.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202107,FL,10 - 19,2,altersklasse_covid19,age_group_AKL10,3877,10,0.05,0.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.003,0.3
202108,FL,10 - 19,7,altersklasse_covid19,age_group_AKL10,3877,17,0.18,0.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.009,0.8999999999999999
202109,FL,10 - 19,1,altersklasse_covid19,age_group_AKL10,3877,18,0.03,0.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.002,0.2
202110,FL,10 - 19,1,altersklasse_covid19,age_group_AKL10,3877,19,0.03,0.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.002,0.2
202111,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,19,0,0.49,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202112,FL,10 - 19,2,altersklasse_covid19,age_group_AKL10,3877,21,0.05,0.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.002,0.2
202113,FL,10 - 19,1,altersklasse_covid19,age_group_AKL10,3877,22,0.03,0.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.001,0.1
202114,FL,10 - 19,4,altersklasse_covid19,age_group_AKL10,3877,26,0.1,0.67,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.004,0.4
202115,FL,10 - 19,5,altersklasse_covid19,age_group_AKL10,3877,31,0.13,0.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.003,0.3
202116,FL,10 - 19,15,altersklasse_covid19,age_group_AKL10,3877,46,0.39,1.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.006,0.6
202117,FL,10 - 19,13,altersklasse_covid19,age_group_AKL10,3877,59,0.34,1.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.008,0.8
202118,FL,10 - 19,18,altersklasse_covid19,age_group_AKL10,3877,77,0.46,1.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.013,1.3
202119,FL,10 - 19,13,altersklasse_covid19,age_group_AKL10,3877,90,0.34,2.32,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.007,0.7000000000000001
202120,FL,10 - 19,32,altersklasse_covid19,age_group_AKL10,3877,122,0.83,3.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.012,1.2
202121,FL,10 - 19,47,altersklasse_covid19,age_group_AKL10,3877,169,1.21,4.36,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.021,2.1
202122,FL,10 - 19,55,altersklasse_covid19,age_group_AKL10,3877,224,1.42,5.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.02,2
202123,FL,10 - 19,90,altersklasse_covid19,age_group_AKL10,3877,314,2.32,8.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.031,3.1
202124,FL,10 - 19,60,altersklasse_covid19,age_group_AKL10,3877,374,1.55,9.65,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.021,2.1
202125,FL,10 - 19,170,altersklasse_covid19,age_group_AKL10,3877,544,4.38,14.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.105,10.5
202126,FL,10 - 19,63,altersklasse_covid19,age_group_AKL10,3877,607,1.62,15.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.028,2.8000000000000003
202127,FL,10 - 19,163,altersklasse_covid19,age_group_AKL10,3877,770,4.2,19.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.062,6.2
202128,FL,10 - 19,55,altersklasse_covid19,age_group_AKL10,3877,825,1.42,21.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.024,2.4
202129,FL,10 - 19,143,altersklasse_covid19,age_group_AKL10,3877,968,3.69,24.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.225,22.5
202130,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,968,0,24.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202131,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,968,0,24.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202132,FL,10 - 19,395,altersklasse_covid19,age_group_AKL10,3877,1363,10.19,35.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.23,23
202133,FL,10 - 19,249,altersklasse_covid19,age_group_AKL10,3877,1612,6.42,41.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.204,20.4
202134,FL,10 - 19,193,altersklasse_covid19,age_group_AKL10,3877,1805,4.98,46.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.194,19.400000000000002
202135,FL,10 - 19,0,altersklasse_covid19,age_group_AKL10,3877,1805,0,46.56,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202136,FL,10 - 19,261,altersklasse_covid19,age_group_AKL10,3877,2066,6.73,53.29,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.559,55.900000000000006
202137,FL,10 - 19,407,altersklasse_covid19,age_group_AKL10,3877,2473,10.5,63.79,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.232,23.200000000000003
202138,FL,10 - 19,299,altersklasse_covid19,age_group_AKL10,3877,2772,7.71,71.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.221,22.1
202139,FL,10 - 19,36,altersklasse_covid19,age_group_AKL10,3877,2808,0.93,72.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.206,20.599999999999998
202140,FL,10 - 19,35,altersklasse_covid19,age_group_AKL10,3877,2843,0.9,73.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.185,18.5
202141,FL,10 - 19,34,altersklasse_covid19,age_group_AKL10,3877,2877,0.88,74.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.207,20.7
202142,FL,10 - 19,239,altersklasse_covid19,age_group_AKL10,3877,3116,6.16,80.37,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.228,22.8
202143,FL,10 - 19,83,altersklasse_covid19,age_group_AKL10,3877,3199,2.14,82.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.19,19
202144,FL,10 - 19,77,altersklasse_covid19,age_group_AKL10,3877,3276,1.99,84.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.19,19
202145,FL,10 - 19,73,altersklasse_covid19,age_group_AKL10,3877,3349,1.88,86.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.219,21.9
202146,FL,10 - 19,28,altersklasse_covid19,age_group_AKL10,3877,3377,0.72,87.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.076,7.6
202052,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202101,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202102,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202103,FL,20 - 29,19,altersklasse_covid19,age_group_AKL10,4483,19,0.42,0.42,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.057,5.7
202104,FL,20 - 29,44,altersklasse_covid19,age_group_AKL10,4483,63,0.98,1.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.088,8.799999999999999
202105,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,63,0,1.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202106,FL,20 - 29,18,altersklasse_covid19,age_group_AKL10,4483,81,0.4,1.81,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.055,5.5
202107,FL,20 - 29,3,altersklasse_covid19,age_group_AKL10,4483,84,0.07,1.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.005,0.5
202108,FL,20 - 29,46,altersklasse_covid19,age_group_AKL10,4483,130,1.03,2.9,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.059,5.8999999999999995
202109,FL,20 - 29,3,altersklasse_covid19,age_group_AKL10,4483,133,0.07,2.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.006,0.6
202110,FL,20 - 29,8,altersklasse_covid19,age_group_AKL10,4483,141,0.18,3.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.012,1.2
202111,FL,20 - 29,6,altersklasse_covid19,age_group_AKL10,4483,147,0.13,3.28,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.01,1
202112,FL,20 - 29,5,altersklasse_covid19,age_group_AKL10,4483,152,0.11,3.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.004,0.4
202113,FL,20 - 29,7,altersklasse_covid19,age_group_AKL10,4483,159,0.16,3.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.007,0.7000000000000001
202114,FL,20 - 29,14,altersklasse_covid19,age_group_AKL10,4483,173,0.31,3.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.015,1.5
202115,FL,20 - 29,38,altersklasse_covid19,age_group_AKL10,4483,211,0.85,4.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.026,2.6
202116,FL,20 - 29,176,altersklasse_covid19,age_group_AKL10,4483,387,3.93,8.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.068,6.800000000000001
202117,FL,20 - 29,109,altersklasse_covid19,age_group_AKL10,4483,496,2.43,11.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.071,7.1
202118,FL,20 - 29,154,altersklasse_covid19,age_group_AKL10,4483,650,3.44,14.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.112,11.200000000000001
202119,FL,20 - 29,121,altersklasse_covid19,age_group_AKL10,4483,771,2.7,17.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.062,6.2
202120,FL,20 - 29,287,altersklasse_covid19,age_group_AKL10,4483,1058,6.4,23.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.105,10.5
202121,FL,20 - 29,257,altersklasse_covid19,age_group_AKL10,4483,1315,5.73,29.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.117,11.700000000000001
202122,FL,20 - 29,417,altersklasse_covid19,age_group_AKL10,4483,1732,9.3,38.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.15,15
202123,FL,20 - 29,443,altersklasse_covid19,age_group_AKL10,4483,2175,9.88,48.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.154,15.4
202124,FL,20 - 29,440,altersklasse_covid19,age_group_AKL10,4483,2615,9.81,58.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.157,15.7
202125,FL,20 - 29,218,altersklasse_covid19,age_group_AKL10,4483,2833,4.86,63.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.135,13.5
202126,FL,20 - 29,382,altersklasse_covid19,age_group_AKL10,4483,3215,8.52,71.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.168,16.8
202127,FL,20 - 29,431,altersklasse_covid19,age_group_AKL10,4483,3646,9.61,81.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.165,16.5
202128,FL,20 - 29,407,altersklasse_covid19,age_group_AKL10,4483,4053,9.08,90.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.175,17.5
202129,FL,20 - 29,100,altersklasse_covid19,age_group_AKL10,4483,4153,2.23,92.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.157,15.7
202130,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,4153,0,92.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202131,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,4153,0,92.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202132,FL,20 - 29,269,altersklasse_covid19,age_group_AKL10,4483,4422,6,98.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.157,15.7
202133,FL,20 - 29,192,altersklasse_covid19,age_group_AKL10,4483,4614,4.28,102.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.157,15.7
202134,FL,20 - 29,184,altersklasse_covid19,age_group_AKL10,4483,4798,4.1,107.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.185,18.5
202135,FL,20 - 29,0,altersklasse_covid19,age_group_AKL10,4483,4798,0,107.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202136,FL,20 - 29,41,altersklasse_covid19,age_group_AKL10,4483,4839,0.91,107.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.088,8.799999999999999
202137,FL,20 - 29,317,altersklasse_covid19,age_group_AKL10,4483,5156,7.07,115.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.181,18.099999999999998
202138,FL,20 - 29,232,altersklasse_covid19,age_group_AKL10,4483,5388,5.18,120.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.171,17.1
202139,FL,20 - 29,22,altersklasse_covid19,age_group_AKL10,4483,5410,0.49,120.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.126,12.6
202140,FL,20 - 29,37,altersklasse_covid19,age_group_AKL10,4483,5447,0.83,121.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.196,19.6
202141,FL,20 - 29,15,altersklasse_covid19,age_group_AKL10,4483,5462,0.33,121.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.091,9.1
202142,FL,20 - 29,232,altersklasse_covid19,age_group_AKL10,4483,5694,5.18,127.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.221,22.1
202143,FL,20 - 29,70,altersklasse_covid19,age_group_AKL10,4483,5764,1.56,128.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.161,16.1
202144,FL,20 - 29,75,altersklasse_covid19,age_group_AKL10,4483,5839,1.67,130.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.185,18.5
202145,FL,20 - 29,61,altersklasse_covid19,age_group_AKL10,4483,5900,1.36,131.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.183,18.3
202146,FL,20 - 29,21,altersklasse_covid19,age_group_AKL10,4483,5921,0.47,132.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.057,5.7
202052,FL,30 - 39,0,altersklasse_covid19,age_group_AKL10,5010,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202053,FL,30 - 39,0,altersklasse_covid19,age_group_AKL10,5010,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,NA,NA
202101,FL,30 - 39,2,altersklasse_covid19,age_group_AKL10,5010,2,0.04,0.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.333,33.300000000000004
202102,FL,30 - 39,0,altersklasse_covid19,age_group_AKL10,5010,2,0,0.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202103,FL,30 - 39,24,altersklasse_covid19,age_group_AKL10,5010,26,0.48,0.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.072,7.199999999999999
202104,FL,30 - 39,60,altersklasse_covid19,age_group_AKL10,5010,86,1.2,1.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.12,12
202105,FL,30 - 39,0,altersklasse_covid19,age_group_AKL10,5010,86,0,1.72,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202106,FL,30 - 39,24,altersklasse_covid19,age_group_AKL10,5010,110,0.48,2.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.073,7.3
202107,FL,30 - 39,7,altersklasse_covid19,age_group_AKL10,5010,117,0.14,2.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.011,1.0999999999999999
202108,FL,30 - 39,54,altersklasse_covid19,age_group_AKL10,5010,171,1.08,3.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.069,6.9
202109,FL,30 - 39,2,altersklasse_covid19,age_group_AKL10,5010,173,0.04,3.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.004,0.4
202110,FL,30 - 39,0,altersklasse_covid19,age_group_AKL10,5010,173,0,3.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0,0
202111,FL,30 - 39,5,altersklasse_covid19,age_group_AKL10,5010,178,0.1,3.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.009,0.8999999999999999
202112,FL,30 - 39,4,altersklasse_covid19,age_group_AKL10,5010,182,0.08,3.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.004,0.4
202113,FL,30 - 39,5,altersklasse_covid19,age_group_AKL10,5010,187,0.1,3.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.005,0.5
202114,FL,30 - 39,6,altersklasse_covid19,age_group_AKL10,5010,193,0.12,3.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.007,0.7000000000000001
202115,FL,30 - 39,69,altersklasse_covid19,age_group_AKL10,5010,262,1.38,5.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.048,4.8
202116,FL,30 - 39,186,altersklasse_covid19,age_group_AKL10,5010,448,3.71,8.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.072,7.199999999999999
202117,FL,30 - 39,160,altersklasse_covid19,age_group_AKL10,5010,608,3.19,12.14,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed,0.104,10.4
