date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version,timeframe_all
202105,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202105,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202105,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202105,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,0 - 9,fully_vaccinated,0,0,14,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,0 - 9,partially_vaccinated,0,0,12,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,0 - 9,not_vaccinated,0,0,880561,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,10 - 19,fully_vaccinated,0,0,398,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,10 - 19,partially_vaccinated,0,0,1147,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,10 - 19,not_vaccinated,0,0,851830,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,20 - 29,fully_vaccinated,0,0,3721,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,20 - 29,partially_vaccinated,0,0,8067,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,20 - 29,not_vaccinated,0,0,1030829,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,30 - 39,fully_vaccinated,0,0,5826,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,30 - 39,partially_vaccinated,0,0,12895,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,30 - 39,not_vaccinated,0,0,1229519,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,40 - 49,fully_vaccinated,0,0,7638,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,40 - 49,partially_vaccinated,0,0,18084,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,40 - 49,not_vaccinated,1,2,1181183,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,40 - 49,unknown,1,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,50 - 59,fully_vaccinated,0,0,10732,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,50 - 59,partially_vaccinated,0,0,30285,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,50 - 59,not_vaccinated,1,3,1264526,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,50 - 59,unknown,3,8,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,60 - 69,fully_vaccinated,0,0,9263,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,60 - 69,partially_vaccinated,0,0,33194,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,60 - 69,not_vaccinated,7,15,929820,0.75,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,60 - 69,unknown,6,27,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,70 - 79,fully_vaccinated,0,0,24013,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,70 - 79,partially_vaccinated,1,3,97723,1.02,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,70 - 79,not_vaccinated,12,37,618177,1.94,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,70 - 79,unknown,11,45,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,80+,fully_vaccinated,1,1,41654,2.4,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,80+,partially_vaccinated,9,27,134862,6.67,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,80+,not_vaccinated,34,104,283382,12,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,80+,unknown,42,189,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
202106,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-25_07-51-54,TRUE
