sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
unknown,all,BS,202034,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202034,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202034,1,0,1,4,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202034,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,-1,NA,-100,-0.7000000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202034,1,0,1,1,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,1,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202034,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202034,2,0,2,12,0,0,0,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,1,NA,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202034,1,0,1,2,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202034,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202034,0,0,NA,3,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,-1,NA,-100,-0.7000000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202034,4,0,4,494,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,1,NA,33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202034,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202034,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202034,7,0,7,33,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-34,7,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202035,2645,80,2565,22291,3,-1.0999999999999996,2.5,0.473,47.3,348814,758.28,6390.51,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,511,146.49,23.9,-4.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202035,36,0,36,398,0,0,0.3,0.462,46.2,8361,430.57,4760.2,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-1,-11.96,-2.7,-5.199999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202035,200,2,198,1575,1,-1.4,1.1,0.483,48.3,27883,717.28,5648.6,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,33,118.35,19.8,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202035,3642,79,3563,31067,2.2,0.10000000000000009,1.3,0.457,45.7,512300,710.91,6064.22,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,769,150.11,26.8,-1.8999999999999915,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202035,1251,25,1226,10704,2,0.10000000000000009,1.2,0.475,47.5,142767,876.25,7497.53,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,201,140.79,19.1,-1.2999999999999972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202035,981,27,954,8505,2.8,-0.10000000000000009,1.8,0.458,45.800000000000004,95621,1025.93,8894.49,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,45,47.07,4.8,-1.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202035,206,2,204,1359,1,-0.6000000000000001,0.7,0.345,34.5,19368,1063.61,7016.73,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,81,418.22,64.8,-4.100000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202035,1111,69,1042,10404,6.2,-0.7000000000000002,2.8,0.511,51.1,162985,681.66,6383.41,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,103,63.2,10.2,0.30000000000000426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202035,2729,195,2534,26010,7.1,0.1999999999999993,4.4,0.503,50.3,245320,1112.42,10602.48,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,226,92.12,9,-1.7000000000000028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202035,141,0,141,1016,0,-5,1.8,0.422,42.199999999999996,20625,683.64,4926.06,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,40,193.94,39.6,-0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202035,866,12,854,6242,1.4,-1,1.8,0.5,50,100289,863.5,6224.01,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,281,280.19,48,0.7999999999999972,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202035,178,2,176,2474,1.1,-0.09999999999999987,1.3,0.444,44.4,36474,488.02,6782.91,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,6,16.45,3.5,-4.899999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202035,1314,26,1288,11550,2,0,1.7,0.485,48.5,207582,633,5564.07,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,315,151.74,31.5,-2.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202035,540,8,532,5985,1.5,-1.4,1.2,0.452,45.2,86184,626.57,6944.44,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,129,149.68,31.4,-5.099999999999994,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202035,121,2,119,1130,1.7,1.7,0.6,0.538,53.800000000000004,22298,542.65,5067.72,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,41,183.87,51.2,0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202035,121,2,119,977,1.7,-5.8999999999999995,1.7,0.513,51.300000000000004,19268,627.98,5070.58,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,42,217.97,53.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202035,1754,15,1739,15445,0.9,-2,1.7,0.471,47.099999999999994,258108,679.56,5983.93,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,238,92.21,15.7,-3.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202035,214,2,212,2536,0.9,-0.29999999999999993,2.3,0.459,45.9,41162,519.9,6161.02,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-31,-75.31,-12.7,-4.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202035,1000,19,981,8636,1.9,-0.5,1.8,0.458,45.800000000000004,138626,721.37,6229.71,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,83,59.88,9.1,-1.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202035,541,11,530,5288,2,-2.7,2.4,0.471,47.099999999999994,83109,650.95,6362.73,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,49,58.96,10,-4.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202035,874,10,864,8029,1.1,-0.8999999999999999,1.3,0.46,46,142527,613.22,5633.32,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,161,112.96,22.6,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202035,1166,16,1150,9732,1.4,-1.8000000000000003,1.5,0.485,48.5,170830,682.55,5696.89,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,264,154.54,29.3,-4.100000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202035,72,5,67,876,6.9,2.8000000000000007,3.1,0.507,50.7,18768,383.63,4667.52,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-1,-5.33,-1.4,-0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202035,4096,263,3833,39608,6.4,0.9000000000000004,2.7,0.487,48.699999999999996,400217,1023.44,9896.63,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,456,113.93,12.5,-3.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202035,1339,40,1299,9947,3,-1,2.3,0.471,47.099999999999994,172955,774.19,5751.21,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,443,256.14,49.4,-3.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202035,439,12,427,4708,2.7,-1.0999999999999996,2,0.498,49.8,65227,673.03,7217.87,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,100,153.31,29.5,0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202035,7664,272,7392,69381,3.5,-0.5999999999999996,2.2,0.478,47.8,774299,989.8,8960.49,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1651,213.23,27.5,-1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202035,2941,77,2864,22088,2.6,-0.6000000000000001,2.1,0.526,52.6,345258,851.83,6397.53,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,944,273.42,47.3,4.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202035,42,0,42,327,0,0,0,0.538,53.800000000000004,7932,529.5,4122.54,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,7,88.25,20,5.200000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202035,214,3,211,1492,1.4,-0.30000000000000004,1.1,0.517,51.7,27426,780.28,5440.09,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,42,153.14,24.4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202035,4325,61,4264,33550,1.4,0.19999999999999996,1,0.543,54.300000000000004,530832,814.76,6320.27,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1173,220.98,37.2,2.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202035,1382,16,1366,10601,1.2,0,0.8,0.525,52.5,148202,932.51,7153.07,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,282,190.28,25.6,1.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202035,1163,15,1148,9305,1.3,-0.7,1.4,0.542,54.2,101114,1150.19,9202.48,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,140,138.46,13.7,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202035,391,6,385,3410,1.5,0.5,0.5,0.655,65.5,19687,1986.08,17321.07,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,192,975.26,96.5,4.100000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202035,1062,63,999,10514,5.9,-1,2.5,0.489,48.9,162511,653.49,6469.72,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,86,52.92,8.8,-0.30000000000000426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202035,2694,159,2535,28044,5.9,-0.8999999999999995,3.7,0.497,49.7,261023,1032.09,10743.88,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,385,147.49,16.7,1.7000000000000028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202035,193,2,191,996,1,-4.2,2,0.578,57.8,20226,954.22,4924.35,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,59,291.71,44,0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202035,864,11,853,5826,1.3,-0.9000000000000001,1.4,0.499,49.9,99807,865.67,5837.27,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,261,261.5,43.3,-0.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202035,223,1,222,2584,0.4,-0.7000000000000001,1.5,0.556,55.60000000000001,37235,598.9,6939.71,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,46,123.54,26,4.900000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202035,1396,22,1374,11626,1.6,0.10000000000000009,1.5,0.515,51.5,208765,668.69,5568.94,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,439,210.28,45.9,2.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202035,654,18,636,6413,2.8,-0.20000000000000018,1.3,0.548,54.800000000000004,89710,729.02,7148.59,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,250,278.68,61.9,5.400000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202035,104,0,104,917,0,0,0.3,0.462,46.2,21222,490.06,4320.99,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,34,160.21,48.6,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202035,115,3,112,884,2.6,-0.10000000000000009,1.2,0.487,48.699999999999996,18840,610.4,4692.14,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,40,212.31,53.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202035,1970,29,1941,15625,1.5,-1,1.5,0.529,52.900000000000006,256396,768.34,6094.09,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,510,198.91,34.9,3.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202035,252,2,250,2531,0.8,-0.3999999999999999,2,0.541,54.1,41945,600.79,6034.09,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,9,21.46,3.7,4.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202035,1184,38,1146,8664,3.2,1.4000000000000001,1.8,0.542,54.2,138836,852.8,6240.46,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,184,132.53,18.4,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202035,606,10,596,4920,1.7,0,1.6,0.527,52.7,79048,766.62,6224.07,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,147,185.96,32,4.400000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202035,1024,11,1013,7981,1.1,-0.7999999999999998,1.3,0.54,54,140382,729.44,5685.2,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,252,179.51,32.6,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202035,1235,15,1220,9876,1.2,-1.0000000000000002,1.3,0.514,51.4,180156,685.52,5481.92,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,422,234.24,51.9,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202035,69,1,68,744,1.4,-2.9,2.6,0.486,48.6,18051,382.25,4121.66,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-1,-5.54,-1.4,-0.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202035,4314,247,4067,41597,5.7,0.40000000000000036,2.3,0.513,51.300000000000004,414545,1040.66,10034.38,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1029,248.22,31.3,3.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202035,1502,33,1469,10280,2.2,-1.2999999999999998,2.3,0.529,52.900000000000006,175548,855.61,5855.95,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,621,353.75,70.5,3.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202035,443,5,438,4299,1.1,-1.5,1.7,0.502,50.2,63567,696.9,6762.94,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,97,152.59,28,-0.29999999999999716,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202035,8354,255,8099,72488,3.1,-0.5,1.8,0.522,52.2,779124,1072.23,9303.78,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,2286,293.41,37.7,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202035,7,1,6,19,14.3,14.3,10.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,5,NA,250,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202035,2,0,2,23,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-9,NA,-81.8,-0.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202035,1,0,1,5,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202035,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202035,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202035,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202035,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202035,1,0,1,2,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202035,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202035,0,0,NA,12,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-2,NA,-100,-0.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202035,1,0,1,1,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202035,2,1,1,2,50,NA,50,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,2,NA,NA,0.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202035,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202035,1,0,1,2,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202035,1,0,1,4,0,NA,25,0.007,0.7000000000000001,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1,NA,NA,0.7000000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202035,4,0,4,498,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,0,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202035,1,0,1,4,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202035,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202035,1,0,1,34,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-35,-6,NA,-85.7,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202036,3088,65,3023,25379,2.1,-0.8999999999999999,2.4,0.477,47.699999999999996,348814,885.29,7275.8,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2020-36,443,127.01,16.7,0.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
