sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
male,all,CH,202115,92550,7958,84592,2958135,8.6,0.6999999999999993,10.6,0.497,49.7,4302599,2151.03,68752.28,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-15,-5303,-123.25,-5.4,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202115,93500,7492,86008,3235746,8,0.5999999999999996,10.4,0.502,50.2,4367701,2140.71,74083.51,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-15,-10958,-250.89,-10.5,-1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202115,61,0,61,3167,0,-7,5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-15,-10,NA,-14.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202116,89648,8075,81573,3047783,9,0.40000000000000036,10.5,0.491,49.1,4302599,2083.58,70835.86,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-16,-2902,-67.45,-3.1,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202116,92578,7647,84931,3328324,8.3,0.3000000000000007,10.3,0.507,50.7,4367701,2119.6,76203.11,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-16,-922,-21.11,-1,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202116,343,2,341,3510,0.6,0.6,4.6,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-16,282,NA,462.3,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202117,90084,6747,83337,3137867,7.5,-1.5,10.4,0.496,49.6,4302599,2093.71,72929.57,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-17,436,10.13,0.5,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202117,91565,6445,85120,3419889,7,-1.3000000000000007,10.2,0.504,50.4,4367701,2096.41,78299.52,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-17,-1013,-23.19,-1.1,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202117,89,1,88,3599,1.1,0.5000000000000001,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-17,-254,NA,-74.1,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202118,86832,5664,81168,3224699,6.5,-1,10.3,0.494,49.4,4302599,2018.13,74947.7,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-18,-3252,-75.58,-3.6,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202118,88826,5648,83178,3508715,6.4,-0.5999999999999996,10.1,0.505,50.5,4367701,2033.7,80333.22,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-18,-2739,-62.71,-3,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202118,136,4,132,3735,2.9,1.7999999999999998,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-18,47,NA,52.8,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202119,90511,4358,86153,3315210,4.8,-1.7000000000000002,10.2,0.496,49.6,4302599,2103.64,77051.34,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-19,3679,85.51,4.2,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202119,91729,4273,87456,3600444,4.7,-1.7000000000000002,10,0.503,50.3,4367701,2100.17,82433.39,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-19,2903,66.47,3.3,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202119,80,6,74,3815,7.5,4.6,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-19,-56,NA,-41.2,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202120,98008,4117,93891,3413218,4.2,-0.5999999999999996,10,0.493,49.3,4302599,2277.88,79329.21,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-20,7497,174.24,8.3,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202120,100483,4071,96412,3700927,4.1,-0.6000000000000005,9.8,0.506,50.6,4367701,2300.59,84733.98,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-20,8754,200.42,9.5,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202120,109,1,108,3924,0.9,-6.6,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-20,29,NA,36.2,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202121,77368,2844,74524,3490586,3.7,-0.5,9.9,0.5,50,4302599,1798.17,81127.38,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-21,-20640,-479.71,-21.1,0.7000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202121,77403,2843,74560,3778330,3.7,-0.39999999999999947,9.7,0.5,50,4367701,1772.17,86506.15,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-21,-23080,-528.42,-23,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202121,48,3,45,3972,6.2,5.3,4.4,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-21,-61,NA,-56,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202122,81390,2039,79351,3571976,2.5,-1.2000000000000002,9.7,0.503,50.3,4302599,1891.65,83019.03,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-22,4022,93.48,5.2,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202122,80506,1978,78528,3858836,2.5,-1.2000000000000002,9.6,0.497,49.7,4367701,1843.21,88349.36,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-22,3103,71.04,4,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202122,62,0,62,4034,0,-6.2,4.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-22,14,NA,29.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202123,71449,1402,70047,3643425,2,-0.5,9.6,0.503,50.3,4302599,1660.6,84679.63,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-23,-9941,-231.05,-12.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202123,70473,1365,69108,3929309,1.9,-0.6000000000000001,9.4,0.496,49.6,4367701,1613.5,89962.87,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-23,-10033,-229.71,-12.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202123,58,0,58,4092,0,0,4.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-23,-4,NA,-6.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202124,70921,768,70153,3714346,1.1,-0.8999999999999999,9.4,0.505,50.5,4302599,1648.33,86327.96,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-24,-528,-12.27,-0.7,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202124,69359,724,68635,3998668,1,-0.8999999999999999,9.3,0.494,49.4,4367701,1588,91550.86,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-24,-1114,-25.5,-1.6,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202124,69,0,69,4161,0,0,4.2,0,0,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-24,11,NA,19,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202125,65367,506,64861,3779713,0.8,-0.30000000000000004,9.2,0.498,49.8,4302599,1519.24,87847.21,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-25,-5554,-129.09,-7.8,-0.7000000000000028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202125,65889,417,65472,4064557,0.6,-0.4,9.1,0.502,50.2,4367701,1508.55,93059.42,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-25,-3470,-79.45,-5,0.8000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202125,75,0,75,4236,0,0,4.1,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-25,6,NA,8.7,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202126,81367,679,80688,3861080,0.8,0,9.1,0.489,48.9,4302599,1891.11,89738.32,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,16000,371.87,24.5,-0.8999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202126,84900,509,84391,4149457,0.6,0,9,0.51,51,4367701,1943.81,95003.23,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,19011,435.26,28.9,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202126,212,0,212,4448,0,0,3.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-26,137,NA,182.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202127,91289,1264,90025,3952369,1.4,0.5999999999999999,8.9,0.488,48.8,4302599,2121.72,91860.04,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,9922,230.61,12.2,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202127,95429,1035,94394,4244886,1.1,0.5000000000000001,8.8,0.51,51,4367701,2184.88,97188.11,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,10529,241.07,12.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202127,220,0,220,4668,0,0,3.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-27,8,NA,3.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202128,91306,2352,88954,4043675,2.6,1.2000000000000002,8.7,0.488,48.8,4302599,2122.11,93982.15,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-28,17,0.39,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202128,95614,2003,93611,4340500,2.1,1,8.6,0.511,51.1,4367701,2189.12,99377.22,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-28,185,4.24,0.2,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,all,CH,202128,148,1,147,4816,0.7,0.7,3.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-28,-72,NA,-32.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,all,CH,202129,78278,3044,75234,4121953,3.9,1.2999999999999998,8.7,0.491,49.1,4302599,1819.32,95801.47,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-29,-13028,-302.79,-14.3,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,all,CH,202129,81027,2757,78270,4421527,3.4,1.2999999999999998,8.5,0.508,50.8,4367701,1855.14,101232.36,COVID19Test,sex,2021-11-26_07-48-10,isoweek,2021-29,-14587,-333.98,-15.3,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
