nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
all,CHFL,202051,243806,31316,212490,3359590,12.8,-2.3999999999999986,13.2,1,100,8709355,2799.36,38574.5,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-51,33207,381.28,15.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202052,206785,26129,180656,3566375,12.6,-0.20000000000000107,13.2,1,100,8709355,2374.29,40948.78,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-52,-37021,-425.07,-15.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202053,149605,25078,124527,3715980,16.8,4.200000000000001,13.3,1,100,8709355,1717.75,42666.54,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-53,-57180,-656.54,-27.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202101,167410,24172,143238,3883390,14.4,-2.4000000000000004,13.4,1,100,8709355,1922.19,44588.72,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-01,17805,204.44,11.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202102,147441,16913,130528,4030831,11.5,-2.9000000000000004,13.3,1,100,8709355,1692.9,46281.62,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-02,-19969,-229.29,-11.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202103,163025,14687,148338,4193856,9,-2.5,13.1,1,100,8709355,1871.84,48153.46,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-03,15584,178.94,10.6,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202104,167917,12588,155329,4361773,7.5,-1.5,12.9,1,100,8709355,1928.01,50081.47,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-04,4892,56.17,3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202105,186069,11316,174753,4547842,6.1,-1.4000000000000004,12.6,1,100,8709355,2136.43,52217.9,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-05,18152,208.42,10.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202106,194072,9179,184893,4741914,4.7,-1.3999999999999995,12.3,1,100,8709355,2228.32,54446.21,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-06,8003,91.89,4.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
all,CHFL,202107,176737,7925,168812,4918651,4.5,-0.20000000000000018,12,1,100,8709355,2029.28,56475.49,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-07,-17335,-199.04,-8.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202108,168126,8158,159968,5086777,4.9,0.40000000000000036,11.8,1,100,8709355,1930.41,58405.9,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-08,-8611,-98.87,-4.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202109,174399,8449,165950,5261176,4.8,-0.10000000000000053,11.6,1,100,8709355,2002.43,60408.33,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-09,6273,72.02,3.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202110,194232,9813,184419,5455408,5.1,0.2999999999999998,11.3,1,100,8709355,2230.15,62638.48,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-10,19833,227.72,11.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202111,229241,11638,217603,5684649,5.1,0,11.1,1,100,8709355,2632.12,65270.61,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-11,35009,401.97,18,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202112,254422,13879,240543,5939071,5.5,0.40000000000000036,10.8,1,100,8709355,2921.25,68191.86,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-12,25181,289.13,11,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202113,276405,13947,262458,6215476,5,-0.5,10.6,1,100,8709355,3173.66,71365.51,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-13,21983,252.41,8.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202114,203993,15455,188538,6419469,7.6,2.5999999999999996,10.5,1,100,8709355,2342.23,73707.74,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-14,-72412,-831.43,-26.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202115,187650,15526,172124,6607119,8.3,0.7000000000000011,10.4,1,100,8709355,2154.58,75862.32,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-15,-16343,-187.65,-8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202116,184119,15793,168326,6791238,8.6,0.29999999999999893,10.4,1,100,8709355,2114.04,77976.36,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-16,-3531,-40.54,-1.9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202117,183361,13263,170098,6974599,7.2,-1.3999999999999995,10.3,1,100,8709355,2105.33,80081.69,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-17,-758,-8.71,-0.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202118,177202,11351,165851,7151801,6.4,-0.7999999999999998,10.2,1,100,8709355,2034.62,82116.31,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-18,-6159,-70.71,-3.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202119,183700,8662,175038,7335501,4.7,-1.7000000000000002,10.1,1,100,8709355,2109.23,84225.54,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-19,6498,74.61,3.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202120,200200,8207,191993,7535701,4.1,-0.6000000000000005,9.9,1,100,8709355,2298.68,86524.21,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-20,16500,189.45,9,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202121,156062,5703,150359,7691763,3.7,-0.39999999999999947,9.8,1,100,8709355,1791.89,88316.1,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-21,-44138,-506.79,-22,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202122,163490,4030,159460,7855253,2.5,-1.2000000000000002,9.6,1,100,8709355,1877.18,90193.28,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-22,7428,85.29,4.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202123,143004,2773,140231,7998257,1.9,-0.6000000000000001,9.5,1,100,8709355,1641.96,91835.24,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-23,-20486,-235.22,-12.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202124,141255,1500,139755,8139512,1.1,-0.7999999999999998,9.3,1,100,8709355,1621.88,93457.12,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-24,-1749,-20.08,-1.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
all,CHFL,202125,132402,933,131469,8271914,0.7,-0.40000000000000013,9.2,1,100,8709355,1520.23,94977.34,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-25,-8853,-101.65,-6.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202126,167752,1200,166552,8439666,0.7,0,9,1,100,8709355,1926.11,96903.46,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-26,35350,405.88,26.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202127,188340,2313,186027,8628006,1.2,0.5,8.9,1,100,8709355,2162.5,99065.96,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-27,20588,236.39,12.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202128,188472,4373,184099,8816478,2.3,1.0999999999999999,8.7,1,100,8709355,2164.02,101229.98,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-28,132,1.52,0.1,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202129,160853,5820,155033,8977331,3.6,1.3000000000000003,8.6,1,100,8709355,1846.9,103076.88,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-29,-27619,-317.12,-14.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202130,144157,6216,137941,9121488,4.3,0.6999999999999997,8.6,1,100,8709355,1655.2,104732.07,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-30,-16696,-191.7,-10.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202131,130427,8693,121734,9251915,6.7,2.4000000000000004,8.5,1,100,8709355,1497.55,106229.62,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-31,-13730,-157.65,-9.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202132,139992,16113,123879,9391907,11.5,4.8,8.6,1,100,8709355,1607.38,107837,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-32,9565,109.83,7.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202133,162897,20696,142201,9554804,12.7,1.1999999999999993,8.6,1,100,8709355,1870.37,109707.37,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-33,22905,262.99,16.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202134,191598,20705,170893,9746402,10.8,-1.8999999999999986,8.7,1,100,8709355,2199.91,111907.28,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-34,28701,329.54,17.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202135,225480,21324,204156,9971882,9.5,-1.3000000000000007,8.7,1,100,8709355,2588.94,114496.22,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-35,33882,389.03,17.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202136,237349,21132,216217,10209231,8.9,-0.5999999999999996,8.7,1,100,8709355,2725.22,117221.44,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-36,11869,136.28,5.3,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202137,267082,14945,252137,10476313,5.6,-3.3000000000000007,8.6,1,100,8709355,3066.61,120288.05,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-37,29733,341.39,12.5,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202138,258016,10745,247271,10734329,4.2,-1.3999999999999995,8.5,1,100,8709355,2962.52,123250.56,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-38,-9066,-104.09,-3.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202139,252743,9026,243717,10987072,3.6,-0.6000000000000001,8.4,1,100,8709355,2901.97,126152.53,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-39,-5273,-60.55,-2,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202140,231009,7593,223416,11218081,3.3,-0.30000000000000027,8.3,1,100,8709355,2652.42,128804.96,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-40,-21734,-249.55,-8.6,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202141,166559,7283,159276,11384640,4.4,1.1000000000000005,8.2,1,100,8709355,1912.41,130717.37,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-41,-64450,-740.01,-27.9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202142,167908,10138,157770,11552548,6,1.5999999999999996,8.2,1,100,8709355,1927.9,132645.28,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-42,1349,15.49,0.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
all,CHFL,202143,177608,13075,164533,11730156,7.4,1.4000000000000004,8.2,1,100,8709355,2039.28,134684.55,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-43,9700,111.38,5.8,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
all,CHFL,202144,199626,19200,180426,11929782,9.6,2.1999999999999993,8.2,1,100,8709355,2292.09,136976.64,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-44,22018,252.81,12.4,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
all,CHFL,202145,239987,27798,212189,12169769,11.6,2,8.3,1,100,8709355,2755.51,139732.15,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-45,40361,463.42,20.2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
all,CHFL,202146,288162,41769,246393,12457931,14.5,2.9000000000000004,8.4,1,100,8709355,3308.65,143040.8,COVID19Test,,2021-11-26_07-48-10,isoweek,2021-46,48175,553.14,20.1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
all,AG,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,694072,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,55309,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043132,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,290969,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,196735,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,325496,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,506343,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,73709,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,416347,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,175894,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,38108,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,83107,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,277462,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,162157,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,282909,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,36819,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,814762,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,348503,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,128794,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,694072,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,16293,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,55309,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043132,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,290969,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,196735,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,325496,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,506343,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,200096,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,73709,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,416347,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,175894,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,43520,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,38108,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,514504,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,83107,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,277462,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,162157,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,282909,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,36819,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,814762,NA,NA,COVID19Test,,2021-11-26_07-48-10,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
