date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202141,SH,age,80,indication,83107,15599,NA,0.044,4.3999999999999995,14.399999999999999,0.1,18.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,SH,age,68,indication,83107,15667,NA,0.045,4.5,14.299999999999999,0.08,18.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,SH,age,112,indication,83107,15779,NA,0.113,11.3,14.2,0.13,18.99,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,SH,age,13,indication,83107,15792,NA,0.022,2.1999999999999997,14.2,0.02,19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,SH,age,46,indication,83107,15838,NA,0.058,5.800000000000001,14.099999999999998,0.06,19.06,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,SH,age,1496,indication,83107,17334,NA,0.534,53.400000000000006,15.1,1.8,20.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,SH,chronic_disease,0,indication,83107,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,SH,chronic_disease,12,indication,83107,12,NA,0.106,10.6,10.6,0.01,0.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,SH,chronic_disease,142,indication,83107,154,NA,0.108,10.8,10.8,0.17,0.19,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,SH,chronic_disease,107,indication,83107,261,NA,0.102,10.2,10.5,0.13,0.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,SH,chronic_disease,211,indication,83107,472,NA,0.138,13.8,11.799999999999999,0.25,0.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,SH,chronic_disease,467,indication,83107,939,NA,0.271,27.1,16.400000000000002,0.56,1.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,SH,chronic_disease,210,indication,83107,1149,NA,0.278,27.800000000000004,17.7,0.25,1.38,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,SH,chronic_disease,137,indication,83107,1286,NA,0.109,10.9,16.6,0.16,1.55,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,SH,chronic_disease,262,indication,83107,1548,NA,0.142,14.2,16.1,0.32,1.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,SH,chronic_disease,447,indication,83107,1995,NA,0.493,49.3,19,0.54,2.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,SH,chronic_disease,866,indication,83107,2861,NA,0.385,38.5,22.400000000000002,1.04,3.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,SH,chronic_disease,272,indication,83107,3133,NA,0.363,36.3,23.200000000000003,0.33,3.77,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,SH,chronic_disease,134,indication,83107,3267,NA,0.239,23.9,23.200000000000003,0.16,3.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,SH,chronic_disease,823,indication,83107,4090,NA,0.573,57.3,26.400000000000002,0.99,4.92,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,SH,chronic_disease,1183,indication,83107,5273,NA,0.498,49.8,29.5,1.42,6.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,SH,chronic_disease,742,indication,83107,6015,NA,0.393,39.300000000000004,30.4,0.89,7.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,SH,chronic_disease,1867,indication,83107,7882,NA,0.453,45.300000000000004,33,2.25,9.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,SH,chronic_disease,1642,indication,83107,9524,NA,0.439,43.9,34.5,1.98,11.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,SH,chronic_disease,2127,indication,83107,11651,NA,0.508,50.8,36.6,2.56,14.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,SH,chronic_disease,1829,indication,83107,13480,NA,0.384,38.4,36.9,2.2,16.22,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,SH,chronic_disease,2025,indication,83107,15505,NA,0.428,42.8,37.5,2.44,18.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,SH,chronic_disease,1809,indication,83107,17314,NA,0.337,33.7,37.1,2.18,20.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,SH,chronic_disease,1701,indication,83107,19015,NA,0.33,33,36.7,2.05,22.88,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,SH,chronic_disease,1402,indication,83107,20417,NA,0.241,24.099999999999998,35.4,1.69,24.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,SH,chronic_disease,753,indication,83107,21170,NA,0.125,12.5,33.300000000000004,0.91,25.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,SH,chronic_disease,931,indication,83107,22101,NA,0.166,16.6,31.900000000000002,1.12,26.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,SH,chronic_disease,400,indication,83107,22501,NA,0.096,9.6,30.7,0.48,27.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,SH,chronic_disease,366,indication,83107,22867,NA,0.1,10,29.7,0.44,27.52,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,SH,chronic_disease,348,indication,83107,23215,NA,0.063,6.3,28.1,0.42,27.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,SH,chronic_disease,222,indication,83107,23437,NA,0.067,6.7,27.3,0.27,28.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,SH,chronic_disease,198,indication,83107,23635,NA,0.077,7.7,26.700000000000003,0.24,28.44,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SH,chronic_disease,118,indication,83107,23753,NA,0.081,8.1,26.400000000000002,0.14,28.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SH,chronic_disease,144,indication,83107,23897,NA,0.116,11.600000000000001,26.200000000000003,0.17,28.75,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SH,chronic_disease,177,indication,83107,24074,NA,0.123,12.3,26,0.21,28.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SH,chronic_disease,203,indication,83107,24277,NA,0.134,13.4,25.8,0.24,29.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SH,chronic_disease,149,indication,83107,24426,NA,0.093,9.3,25.5,0.18,29.39,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SH,chronic_disease,159,indication,83107,24585,NA,0.103,10.299999999999999,25.3,0.19,29.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,SH,chronic_disease,207,indication,83107,24792,NA,0.108,10.8,25,0.25,29.83,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,SH,chronic_disease,220,indication,83107,25012,NA,0.097,9.700000000000001,24.6,0.26,30.1,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,SH,chronic_disease,199,indication,83107,25211,NA,0.102,10.2,24.4,0.24,30.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,SH,chronic_disease,167,indication,83107,25378,NA,0.099,9.9,24.099999999999998,0.2,30.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,SH,chronic_disease,138,indication,83107,25516,NA,0.095,9.5,23.9,0.17,30.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,SH,chronic_disease,136,indication,83107,25652,NA,0.075,7.5,23.7,0.16,30.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,SH,chronic_disease,149,indication,83107,25801,NA,0.098,9.8,23.5,0.18,31.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,SH,chronic_disease,88,indication,83107,25889,NA,0.089,8.9,23.3,0.11,31.15,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,SH,chronic_disease,52,indication,83107,25941,NA,0.088,8.799999999999999,23.3,0.06,31.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,SH,chronic_disease,83,indication,83107,26024,NA,0.105,10.5,23.200000000000003,0.1,31.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,SH,chronic_disease,553,indication,83107,26577,NA,0.197,19.7,23.1,0.67,31.98,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,SH,med_prof,0,indication,83107,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,SH,med_prof,92,indication,83107,92,NA,0.814,81.39999999999999,81.39999999999999,0.11,0.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,SH,med_prof,760,indication,83107,852,NA,0.577,57.699999999999996,59.5,0.91,1.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,SH,med_prof,187,indication,83107,1039,NA,0.179,17.9,42,0.23,1.25,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,SH,med_prof,240,indication,83107,1279,NA,0.157,15.7,32,0.29,1.54,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,SH,med_prof,337,indication,83107,1616,NA,0.195,19.5,28.199999999999996,0.41,1.94,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,SH,med_prof,61,indication,83107,1677,NA,0.081,8.1,25.900000000000002,0.07,2.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,SH,med_prof,265,indication,83107,1942,NA,0.21,21,25.1,0.32,2.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,SH,med_prof,582,indication,83107,2524,NA,0.315,31.5,26.3,0.7,3.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,SH,med_prof,24,indication,83107,2548,NA,0.026,2.6,24.3,0.03,3.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,SH,med_prof,290,indication,83107,2838,NA,0.129,12.9,22.3,0.35,3.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,SH,med_prof,141,indication,83107,2979,NA,0.188,18.8,22.1,0.17,3.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,SH,med_prof,6,indication,83107,2985,NA,0.011,1.0999999999999999,21.2,0.01,3.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,SH,med_prof,92,indication,83107,3077,NA,0.064,6.4,19.900000000000002,0.11,3.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,SH,med_prof,79,indication,83107,3156,NA,0.033,3.3000000000000003,17.7,0.1,3.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,SH,med_prof,40,indication,83107,3196,NA,0.021,2.1,16.2,0.05,3.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,SH,med_prof,192,indication,83107,3388,NA,0.047,4.7,14.2,0.23,4.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,SH,med_prof,208,indication,83107,3596,NA,0.056,5.6000000000000005,13,0.25,4.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,SH,med_prof,597,indication,83107,4193,NA,0.143,14.299999999999999,13.200000000000001,0.72,5.05,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,SH,med_prof,579,indication,83107,4772,NA,0.122,12.2,13.100000000000001,0.7,5.74,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,SH,med_prof,241,indication,83107,5013,NA,0.051,5.1,12.1,0.29,6.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,SH,med_prof,257,indication,83107,5270,NA,0.048,4.8,11.3,0.31,6.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,SH,med_prof,655,indication,83107,5925,NA,0.127,12.7,11.4,0.79,7.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,SH,med_prof,646,indication,83107,6571,NA,0.111,11.1,11.4,0.78,7.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,SH,med_prof,245,indication,83107,6816,NA,0.041,4.1000000000000005,10.7,0.29,8.2,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,SH,med_prof,208,indication,83107,7024,NA,0.037,3.6999999999999997,10.100000000000001,0.25,8.45,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,SH,med_prof,108,indication,83107,7132,NA,0.026,2.6,9.700000000000001,0.13,8.58,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,SH,med_prof,123,indication,83107,7255,NA,0.034,3.4000000000000004,9.4,0.15,8.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,SH,med_prof,179,indication,83107,7434,NA,0.032,3.2,9,0.22,8.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,SH,med_prof,70,indication,83107,7504,NA,0.021,2.1,8.7,0.08,9.03,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,SH,med_prof,39,indication,83107,7543,NA,0.015,1.5,8.5,0.05,9.08,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SH,med_prof,45,indication,83107,7588,NA,0.031,3.1,8.4,0.05,9.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SH,med_prof,30,indication,83107,7618,NA,0.024,2.4,8.3,0.04,9.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SH,med_prof,62,indication,83107,7680,NA,0.043,4.3,8.3,0.07,9.24,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SH,med_prof,50,indication,83107,7730,NA,0.033,3.3000000000000003,8.200000000000001,0.06,9.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SH,med_prof,35,indication,83107,7765,NA,0.022,2.1999999999999997,8.1,0.04,9.34,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SH,med_prof,52,indication,83107,7817,NA,0.034,3.4000000000000004,8,0.06,9.41,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,SH,med_prof,58,indication,83107,7875,NA,0.03,3,7.9,0.07,9.48,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,SH,med_prof,95,indication,83107,7970,NA,0.042,4.2,7.9,0.11,9.59,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,SH,med_prof,61,indication,83107,8031,NA,0.031,3.1,7.8,0.07,9.66,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,SH,med_prof,58,indication,83107,8089,NA,0.034,3.4000000000000004,7.7,0.07,9.73,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,SH,med_prof,38,indication,83107,8127,NA,0.026,2.6,7.6,0.05,9.78,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,SH,med_prof,64,indication,83107,8191,NA,0.035,3.5000000000000004,7.6,0.08,9.86,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,SH,med_prof,48,indication,83107,8239,NA,0.031,3.1,7.5,0.06,9.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,SH,med_prof,35,indication,83107,8274,NA,0.035,3.5000000000000004,7.5,0.04,9.96,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,SH,med_prof,14,indication,83107,8288,NA,0.024,2.4,7.3999999999999995,0.02,9.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,SH,med_prof,30,indication,83107,8318,NA,0.038,3.8,7.3999999999999995,0.04,10.01,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,SH,med_prof,82,indication,83107,8400,NA,0.029,2.9000000000000004,7.3,0.1,10.11,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,SH,contact_vuln,0,indication,83107,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,SH,contact_vuln,4,indication,83107,4,NA,0.035,3.5000000000000004,3.5000000000000004,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,SH,contact_vuln,14,indication,83107,18,NA,0.011,1.0999999999999999,1.3,0.02,0.02,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,SH,contact_vuln,37,indication,83107,55,NA,0.035,3.5000000000000004,2.1999999999999997,0.04,0.07,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,SH,contact_vuln,53,indication,83107,108,NA,0.035,3.5000000000000004,2.7,0.06,0.13,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,SH,contact_vuln,68,indication,83107,176,NA,0.039,3.9,3.1,0.08,0.21,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,SH,contact_vuln,12,indication,83107,188,NA,0.016,1.6,2.9000000000000004,0.01,0.23,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,SH,contact_vuln,24,indication,83107,212,NA,0.019,1.9,2.7,0.03,0.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,SH,contact_vuln,45,indication,83107,257,NA,0.024,2.4,2.7,0.05,0.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,SH,contact_vuln,14,indication,83107,271,NA,0.015,1.5,2.6,0.02,0.33,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,SH,contact_vuln,65,indication,83107,336,NA,0.029,2.9000000000000004,2.6,0.08,0.4,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,SH,contact_vuln,19,indication,83107,355,NA,0.025,2.5,2.6,0.02,0.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,SH,contact_vuln,6,indication,83107,361,NA,0.011,1.0999999999999999,2.6,0.01,0.43,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,SH,contact_vuln,22,indication,83107,383,NA,0.015,1.5,2.5,0.03,0.46,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,SH,contact_vuln,39,indication,83107,422,NA,0.016,1.6,2.4,0.05,0.51,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,SH,contact_vuln,55,indication,83107,477,NA,0.029,2.9000000000000004,2.4,0.07,0.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,SH,contact_vuln,218,indication,83107,695,NA,0.053,5.3,2.9000000000000004,0.26,0.84,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,SH,contact_vuln,383,indication,83107,1078,NA,0.102,10.2,3.9,0.46,1.3,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,SH,contact_vuln,282,indication,83107,1360,NA,0.067,6.7,4.3,0.34,1.64,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,SH,contact_vuln,887,indication,83107,2247,NA,0.186,18.6,6.1,1.07,2.7,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,SH,contact_vuln,467,indication,83107,2714,NA,0.099,9.9,6.6000000000000005,0.56,3.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,SH,contact_vuln,835,indication,83107,3549,NA,0.155,15.5,7.6,1,4.27,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,SH,contact_vuln,442,indication,83107,3991,NA,0.086,8.6,7.7,0.53,4.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,SH,contact_vuln,1256,indication,83107,5247,NA,0.216,21.6,9.1,1.51,6.31,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,SH,contact_vuln,1137,indication,83107,6384,NA,0.189,18.9,10,1.37,7.68,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,SH,contact_vuln,773,indication,83107,7157,NA,0.138,13.8,10.299999999999999,0.93,8.61,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,SH,contact_vuln,354,indication,83107,7511,NA,0.085,8.5,10.2,0.43,9.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,SH,contact_vuln,469,indication,83107,7980,NA,0.128,12.8,10.4,0.56,9.6,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202127,SH,contact_vuln,919,indication,83107,8899,NA,0.165,16.5,10.8,1.11,10.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202128,SH,contact_vuln,379,indication,83107,9278,NA,0.114,11.4,10.8,0.46,11.16,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202129,SH,contact_vuln,283,indication,83107,9561,NA,0.109,10.9,10.8,0.34,11.5,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202130,SH,contact_vuln,169,indication,83107,9730,NA,0.116,11.600000000000001,10.8,0.2,11.71,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202131,SH,contact_vuln,118,indication,83107,9848,NA,0.095,9.5,10.8,0.14,11.85,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202132,SH,contact_vuln,103,indication,83107,9951,NA,0.071,7.1,10.7,0.12,11.97,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202133,SH,contact_vuln,96,indication,83107,10047,NA,0.064,6.4,10.7,0.12,12.09,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202134,SH,contact_vuln,66,indication,83107,10113,NA,0.041,4.1000000000000005,10.6,0.08,12.17,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202135,SH,contact_vuln,78,indication,83107,10191,NA,0.051,5.1,10.5,0.09,12.26,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202136,SH,contact_vuln,71,indication,83107,10262,NA,0.037,3.6999999999999997,10.299999999999999,0.09,12.35,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202137,SH,contact_vuln,100,indication,83107,10362,NA,0.044,4.3999999999999995,10.2,0.12,12.47,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202138,SH,contact_vuln,82,indication,83107,10444,NA,0.042,4.2,10.100000000000001,0.1,12.57,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202139,SH,contact_vuln,50,indication,83107,10494,NA,0.03,3,10,0.06,12.63,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202140,SH,contact_vuln,51,indication,83107,10545,NA,0.035,3.5000000000000004,9.9,0.06,12.69,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202141,SH,contact_vuln,92,indication,83107,10637,NA,0.051,5.1,9.8,0.11,12.8,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202142,SH,contact_vuln,63,indication,83107,10700,NA,0.041,4.1000000000000005,9.700000000000001,0.08,12.87,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202143,SH,contact_vuln,29,indication,83107,10729,NA,0.029,2.9000000000000004,9.700000000000001,0.03,12.91,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202144,SH,contact_vuln,19,indication,83107,10748,NA,0.032,3.2,9.6,0.02,12.93,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202145,SH,contact_vuln,14,indication,83107,10762,NA,0.018,1.7999999999999998,9.6,0.02,12.95,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202146,SH,contact_vuln,72,indication,83107,10834,NA,0.026,2.6,9.4,0.09,13.04,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202052,SH,contact_comm,0,indication,83107,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202053,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202101,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202102,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202103,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202104,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202105,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202106,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202107,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202108,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202109,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202110,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202111,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202112,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202113,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202114,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202115,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202116,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202117,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202118,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202119,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202120,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202121,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202122,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202123,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202124,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202125,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
202126,SH,contact_comm,0,indication,83107,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-25_07-51-54,detailed
