date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-03-19,moderna,fully_vaccinated,0,0,243960,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-20,moderna,fully_vaccinated,0,0,245640,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-21,moderna,fully_vaccinated,0,0,245753,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-22,moderna,fully_vaccinated,0,0,252673,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-23,moderna,fully_vaccinated,0,0,260456,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-24,moderna,fully_vaccinated,0,0,267721,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-25,moderna,fully_vaccinated,0,0,275583,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-26,moderna,fully_vaccinated,0,0,281599,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-27,moderna,fully_vaccinated,0,0,282834,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-28,moderna,fully_vaccinated,0,0,283340,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-29,moderna,fully_vaccinated,0,0,288580,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-30,moderna,fully_vaccinated,0,0,293426,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-03-31,moderna,fully_vaccinated,0,0,299685,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-01,moderna,fully_vaccinated,0,0,307614,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-02,moderna,fully_vaccinated,0,0,309263,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-03,moderna,fully_vaccinated,0,0,310390,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-04,moderna,fully_vaccinated,0,0,310403,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-05,moderna,fully_vaccinated,0,0,310707,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-06,moderna,fully_vaccinated,0,0,317697,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-07,moderna,fully_vaccinated,0,0,324235,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-08,moderna,fully_vaccinated,0,0,331920,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-09,moderna,fully_vaccinated,0,0,338861,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-10,moderna,fully_vaccinated,0,0,341218,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-11,moderna,fully_vaccinated,0,0,341415,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-12,moderna,fully_vaccinated,0,0,345488,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-13,moderna,fully_vaccinated,0,0,350871,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-14,moderna,fully_vaccinated,0,0,356143,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-15,moderna,fully_vaccinated,0,0,362201,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-16,moderna,fully_vaccinated,0,0,367962,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-17,moderna,fully_vaccinated,0,0,369985,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-18,moderna,fully_vaccinated,0,0,370009,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-19,moderna,fully_vaccinated,0,0,374807,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-20,moderna,fully_vaccinated,0,0,383903,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-21,moderna,fully_vaccinated,0,0,394749,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-22,moderna,fully_vaccinated,0,0,410037,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-23,moderna,fully_vaccinated,0,0,422502,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-24,moderna,fully_vaccinated,0,0,427164,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-25,moderna,fully_vaccinated,0,0,427818,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-26,moderna,fully_vaccinated,0,0,441532,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-27,moderna,fully_vaccinated,0,0,459364,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-28,moderna,fully_vaccinated,0,0,474253,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-29,moderna,fully_vaccinated,0,0,489518,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-04-30,moderna,fully_vaccinated,0,0,497806,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-01,moderna,fully_vaccinated,0,0,499127,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-02,moderna,fully_vaccinated,0,0,499521,0,NA,0.14,0.03,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-03,moderna,fully_vaccinated,0,0,504591,0,NA,0.14,0.03,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-04,moderna,fully_vaccinated,0,0,516587,0,NA,0.14,0.03,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-05,moderna,fully_vaccinated,1,1,530939,0.19,NA,0.14,0.03,100,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-06,moderna,fully_vaccinated,0,1,549331,0,NA,0.14,0.03,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-07,moderna,fully_vaccinated,0,1,567607,0,NA,0.14,0.02,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-08,moderna,fully_vaccinated,0,1,574343,0,NA,0.14,0.02,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-09,moderna,fully_vaccinated,0,1,576376,0,NA,0,0,NA,1.08,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-10,moderna,fully_vaccinated,0,1,591740,0,NA,0,0,0,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-11,moderna,fully_vaccinated,0,1,611484,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-12,moderna,fully_vaccinated,0,1,632281,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-13,moderna,fully_vaccinated,0,1,639094,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-14,moderna,fully_vaccinated,0,1,658913,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-15,moderna,fully_vaccinated,0,1,668159,0,NA,0,0,NA,1.06,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-16,moderna,fully_vaccinated,0,1,669973,0,NA,0,0,0,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-17,moderna,fully_vaccinated,0,1,690079,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-18,moderna,fully_vaccinated,0,1,714535,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-19,moderna,fully_vaccinated,0,1,738154,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-20,moderna,fully_vaccinated,0,1,767360,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-21,moderna,fully_vaccinated,0,1,792408,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-22,moderna,fully_vaccinated,0,1,804042,0,NA,0,0,NA,1.05,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-23,moderna,fully_vaccinated,0,1,808545,0,NA,0,0,0,1.04,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-24,moderna,fully_vaccinated,0,1,817248,0,NA,0,0,NA,1.04,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-25,moderna,fully_vaccinated,0,1,842664,0,NA,0,0,0,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-26,moderna,fully_vaccinated,0,1,869195,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-27,moderna,fully_vaccinated,0,1,898073,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-28,moderna,fully_vaccinated,0,1,928803,0,NA,0.14,0.02,NA,1.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-29,moderna,fully_vaccinated,1,2,945047,0.11,NA,0.29,0.03,100,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-30,moderna,fully_vaccinated,0,2,951026,0,NA,0.29,0.03,NA,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-05-31,moderna,fully_vaccinated,0,2,974929,0,NA,0.29,0.03,NA,2.04,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-01,moderna,fully_vaccinated,1,3,1003955,0.1,NA,0.29,0.03,100,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-02,moderna,fully_vaccinated,0,3,1036865,0,NA,0.14,0.01,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-03,moderna,fully_vaccinated,0,3,1069159,0,NA,0.29,0.03,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-04,moderna,fully_vaccinated,0,3,1107400,0,NA,0.29,0.03,NA,3.03,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-05,moderna,fully_vaccinated,0,3,1126061,0,NA,0.14,0.01,0,3,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-06,moderna,fully_vaccinated,1,4,1134132,0.09,NA,0.14,0.01,100,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-07,moderna,fully_vaccinated,0,4,1169193,0,NA,0.29,0.02,NA,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-08,moderna,fully_vaccinated,0,4,1209905,0,NA,0.29,0.02,NA,3.96,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-09,moderna,fully_vaccinated,0,4,1249077,0,NA,0.29,0.02,0,3.92,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-10,moderna,fully_vaccinated,1,5,1280996,0.08,NA,0.14,0.01,100,4.85,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-11,moderna,fully_vaccinated,0,5,1317111,0,NA,0.14,0.01,0,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-12,moderna,fully_vaccinated,0,5,1337879,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-13,moderna,fully_vaccinated,0,5,1348038,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-14,moderna,fully_vaccinated,0,5,1382216,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-15,moderna,fully_vaccinated,0,5,1423635,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-16,moderna,fully_vaccinated,0,5,1468606,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-17,moderna,fully_vaccinated,0,5,1516128,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-18,moderna,fully_vaccinated,0,5,1562028,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-19,moderna,fully_vaccinated,0,5,1584066,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-20,moderna,fully_vaccinated,0,5,1592940,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-21,moderna,fully_vaccinated,0,5,1629541,0,NA,0,0,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-22,moderna,fully_vaccinated,0,5,1674231,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-23,moderna,fully_vaccinated,0,5,1720197,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-24,moderna,fully_vaccinated,0,5,1767728,0,NA,0.14,0.01,NA,4.81,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-25,moderna,fully_vaccinated,1,6,1812144,0.06,NA,0.14,0.01,100,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-26,moderna,fully_vaccinated,0,6,1835115,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-27,moderna,fully_vaccinated,0,6,1844972,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,limited,2021-11-10_07-50-19
2021-06-28,moderna,fully_vaccinated,0,6,1887901,0,NA,0.14,0.01,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-06-29,moderna,fully_vaccinated,0,6,1935689,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-06-30,moderna,fully_vaccinated,0,6,1990055,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-01,moderna,fully_vaccinated,0,6,2038436,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-02,moderna,fully_vaccinated,0,6,2089272,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-03,moderna,fully_vaccinated,0,6,2123237,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-04,moderna,fully_vaccinated,0,6,2133469,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-05,moderna,fully_vaccinated,0,6,2182575,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-06,moderna,fully_vaccinated,0,6,2231477,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-07,moderna,fully_vaccinated,0,6,2280108,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-08,moderna,fully_vaccinated,0,6,2331342,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-09,moderna,fully_vaccinated,0,6,2379297,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-10,moderna,fully_vaccinated,0,6,2408463,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-11,moderna,fully_vaccinated,0,6,2417038,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-12,moderna,fully_vaccinated,0,6,2464173,0,NA,0,0,NA,5.71,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-13,moderna,fully_vaccinated,0,6,2511194,0,NA,0,0,0,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-14,moderna,fully_vaccinated,0,6,2552319,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-15,moderna,fully_vaccinated,0,6,2594658,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-16,moderna,fully_vaccinated,0,6,2635276,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-17,moderna,fully_vaccinated,0,6,2657161,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-18,moderna,fully_vaccinated,0,6,2663006,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-19,moderna,fully_vaccinated,0,6,2705268,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
2021-07-20,moderna,fully_vaccinated,0,6,2741624,0,NA,0,0,NA,5.66,NA,CHFL,COVID19Death,vaccine,intermediate,2021-11-10_07-50-19
