date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202118,female,unknown,10,287,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,male,fully_vaccinated,2,14,506228,0.4,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,male,partially_vaccinated,0,38,508888,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,male,not_vaccinated,13,301,3306851,0.39,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,male,unknown,7,317,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,fully_vaccinated,0,0,185,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,partially_vaccinated,0,0,278,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,female,fully_vaccinated,0,14,738509,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,female,partially_vaccinated,0,33,612653,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,female,not_vaccinated,8,222,3036226,0.26,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,female,unknown,4,291,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,male,fully_vaccinated,2,16,595952,0.34,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,male,partially_vaccinated,1,39,562982,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,male,not_vaccinated,10,311,3163033,0.32,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,male,unknown,5,322,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,fully_vaccinated,0,0,221,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,partially_vaccinated,0,0,314,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,female,fully_vaccinated,2,16,878574,0.23,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,female,partially_vaccinated,0,33,631180,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,female,not_vaccinated,9,231,2877634,0.31,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,female,unknown,2,293,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,male,fully_vaccinated,0,16,721284,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,male,partially_vaccinated,0,39,597963,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,male,not_vaccinated,14,325,3002720,0.47,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,male,unknown,6,328,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,fully_vaccinated,0,0,276,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,partially_vaccinated,0,0,331,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,female,fully_vaccinated,0,16,1023190,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,female,partially_vaccinated,0,33,627969,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,female,not_vaccinated,5,236,2736229,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,female,unknown,4,297,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,male,fully_vaccinated,2,18,852004,0.23,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,male,partially_vaccinated,0,39,620183,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,male,not_vaccinated,5,330,2849780,0.18,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,male,unknown,3,331,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,fully_vaccinated,0,0,341,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,partially_vaccinated,0,0,361,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202121,unknown,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202122,female,fully_vaccinated,3,19,1187617,0.25,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202122,female,partially_vaccinated,0,33,626032,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202122,female,not_vaccinated,9,245,2573739,0.35,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202122,female,unknown,2,299,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202122,male,fully_vaccinated,1,19,1000725,0.1,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202122,male,partially_vaccinated,0,39,648482,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
