sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
unknown,all,AI,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202028,2,0,2,6,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,1,NA,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202028,1,0,1,3,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202028,0,0,NA,5,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202028,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202028,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202028,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202028,1,0,1,9,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,-1,NA,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202028,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202028,0,0,NA,483,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,-2,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202028,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202028,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202028,3,0,3,22,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-28,-2,NA,-40,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202029,1396,38,1358,12344,2.7,0.8000000000000003,1.4,0.488,48.8,348814,400.21,3538.85,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-414,-118.69,-22.9,-1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202029,30,0,30,225,0,0,0,0.556,55.60000000000001,8361,358.81,2691.07,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-2,-23.92,-6.2,-2.599999999999987,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202029,100,1,99,867,1,0.19999999999999996,0.7,0.495,49.5,27883,358.64,3109.42,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-26,-93.25,-20.6,-1.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202029,1988,36,1952,17071,1.8,1.1,0.6,0.479,47.9,512300,388.05,3332.23,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-99,-19.33,-4.7,3.0999999999999943,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202029,665,8,657,6004,1.2,-0.8,0.7,0.509,50.9,142767,465.79,4205.45,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-32,-22.42,-4.6,2.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202029,566,8,558,4403,1.4,-0.8000000000000003,0.7,0.502,50.2,95621,591.92,4604.64,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-18,-18.82,-3.1,2.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202029,96,1,95,683,1,1,0.1,0.241,24.099999999999998,19368,495.66,3526.44,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,17,87.77,21.5,-20.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202029,728,19,709,6160,2.6,1.2000000000000002,1.4,0.509,50.9,162985,446.67,3779.49,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-66,-40.49,-8.3,3.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202029,1484,59,1425,12035,4,1.7999999999999998,1.3,0.457,45.7,245320,604.92,4905.84,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,59,24.05,4.1,-0.10000000000000142,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202029,70,2,68,566,2.9,1.7,0.7,0.547,54.7,20625,339.39,2744.24,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-11,-53.34,-13.6,0.7000000000000028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202029,393,3,390,3156,0.8,-1,0.9,0.523,52.300000000000004,100289,391.87,3146.91,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-53,-52.84,-11.9,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202029,200,1,199,1568,0.5,-2.6,1.7,0.509,50.9,36474,548.34,4298.95,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-25,-68.54,-11.1,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202029,882,25,857,6230,2.8,1.6999999999999997,0.9,0.503,50.3,207582,424.89,3001.22,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-8,-3.86,-0.9,2.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202029,404,4,400,3937,1,0.4,0.7,0.501,50.1,86184,468.76,4568.13,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-67,-77.75,-14.2,3.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202029,73,1,72,658,1.4,0.2999999999999998,0.3,0.533,53.300000000000004,22298,327.38,2950.94,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-15,-67.27,-17,6.20000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202029,65,0,65,572,0,-3.5,0.5,0.448,44.800000000000004,19268,337.35,2968.65,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-21,-108.99,-24.4,-6.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202029,1023,13,1010,8424,1.3,-0.5999999999999999,0.9,0.501,50.1,258108,396.35,3263.75,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-278,-107.7,-21.4,1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202029,181,8,173,1396,4.4,2.2,1.6,0.519,51.9,41162,439.73,3391.48,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-43,-104.46,-19.2,-0.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202029,551,8,543,4688,1.5,-0.19999999999999996,0.9,0.479,47.9,138626,397.47,3381.76,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-80,-57.71,-12.7,0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202029,367,5,362,2916,1.4,-2.4,1.6,0.501,50.1,83109,441.59,3508.65,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-55,-66.18,-13,0.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202029,530,13,517,4436,2.5,0.8999999999999999,0.8,0.516,51.6,142527,371.86,3112.39,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-78,-54.73,-12.8,2.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202029,708,16,692,5246,2.3,-0.30000000000000027,1.3,0.478,47.8,170830,414.45,3070.89,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-64,-37.46,-8.3,0.9999999999999929,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202029,58,2,56,502,3.4,-0.6999999999999997,2.4,0.523,52.300000000000004,18768,309.04,2674.77,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-16,-85.25,-21.6,-0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202029,2400,67,2333,22788,2.8,0.3999999999999999,1.3,0.48,48,400217,599.67,5693.91,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-259,-64.72,-9.7,1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202029,602,10,592,5327,1.7,-0.10000000000000009,1.6,0.474,47.4,172955,348.07,3079.99,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-66,-38.16,-9.9,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202029,365,7,358,2484,1.9,0.2999999999999998,1.4,0.47,47,65227,559.58,3808.24,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-13,-19.93,-3.4,2.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202029,4889,104,4785,39489,2.1,0,1.2,0.482,48.199999999999996,774299,631.41,5099.97,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-1132,-146.2,-18.8,-0.30000000000000426,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202029,1465,36,1429,12301,2.5,0.8999999999999999,1.2,0.512,51.2,345258,424.32,3562.84,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-318,-92.11,-17.8,1.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202029,24,0,24,158,0,0,0,0.444,44.4,7932,302.57,1991.93,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,1,12.61,4.3,2.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202029,102,0,102,775,0,-1.6,0.4,0.505,50.5,27426,371.91,2825.79,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-21,-76.57,-17.1,1.1000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202029,2163,23,2140,18497,1.1,0,0.6,0.521,52.1,530832,407.47,3484.53,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-402,-75.73,-15.7,-3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202029,641,3,638,5953,0.5,-0.7,0.4,0.491,49.1,148202,432.52,4016.81,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-113,-76.25,-15,-2.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202029,561,8,553,4752,1.4,0.2999999999999998,0.5,0.498,49.8,101114,554.82,4699.65,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-76,-75.16,-11.9,-2.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202029,302,1,301,2029,0.3,0.3,0.1,0.759,75.9,19687,1534.01,10306.29,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,203,1031.14,205.1,20.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202029,703,14,689,6372,2,1,1.2,0.491,49.1,162511,432.59,3920.97,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-191,-117.53,-21.4,-3.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202029,1762,43,1719,13867,2.4,1.2999999999999998,0.9,0.543,54.300000000000004,261023,675.04,5312.56,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,75,28.74,4.4,0.10000000000000142,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202029,58,3,55,463,5.2,2.3000000000000003,1.1,0.453,45.300000000000004,20226,286.76,2289.13,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-11,-54.39,-15.9,-0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202029,359,2,357,2805,0.6,0.09999999999999998,0.2,0.477,47.699999999999996,99807,359.69,2810.42,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-65,-65.13,-15.3,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202029,193,2,191,1620,1,-0.7,2.1,0.491,49.1,37235,518.33,4350.75,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-94,-252.45,-32.8,-7.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202029,873,12,861,6380,1.4,0.19999999999999996,0.8,0.497,49.7,208765,418.17,3056.07,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-93,-44.55,-9.6,-2.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202029,402,7,395,4251,1.7,1.5,0.5,0.499,49.9,89710,448.11,4738.6,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-128,-142.68,-24.2,-3.000000000000007,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202029,64,1,63,520,1.6,0.6000000000000001,0.6,0.467,46.7,21222,301.57,2450.29,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-35,-164.93,-35.4,-6.200000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202029,80,3,77,511,3.8,3.8,1,0.552,55.2,18840,424.63,2712.31,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-2,-10.61,-2.4,6.400000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202029,1017,12,1005,8683,1.2,-0.30000000000000004,0.8,0.499,49.9,256396,396.65,3386.56,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-380,-148.21,-27.2,-1.9000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202029,168,7,161,1364,4.2,3.2,1,0.481,48.1,41945,400.52,3251.88,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-36,-85.83,-17.6,0.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202029,600,6,594,4625,1,-0.8999999999999999,0.9,0.521,52.1,138836,432.16,3331.27,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-91,-65.55,-13.2,-0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202029,366,8,358,2754,2.2,0.8000000000000003,1.3,0.499,49.9,79048,463.01,3483.96,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-69,-87.29,-15.9,-0.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202029,497,11,486,4210,2.2,1.7000000000000002,0.7,0.484,48.4,140382,354.03,2998.96,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-128,-91.18,-20.5,-2.3000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202029,772,19,753,5150,2.5,1.1,1.2,0.522,52.2,180156,428.52,2858.63,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-104,-57.73,-11.9,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202029,53,1,52,430,1.9,0.3999999999999999,1.6,0.477,47.699999999999996,18051,293.61,2382.14,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-13,-72.02,-19.7,0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202029,2601,52,2549,25159,2,0.7,0.8,0.52,52,414545,627.43,6069.06,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-454,-109.52,-14.9,-1.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202029,666,10,656,5448,1.5,0.30000000000000004,1.8,0.525,52.5,175548,379.38,3103.42,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-18,-10.26,-2.6,1.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202029,411,6,405,2447,1.5,-0.3999999999999999,1.3,0.53,53,63567,646.56,3849.48,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-62,-97.54,-13.1,-2.6000000000000085,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202029,5244,94,5150,41642,1.8,0.6000000000000001,0.8,0.517,51.7,779124,673.06,5344.72,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-1151,-147.73,-18,0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202029,1,0,1,8,0,-50,12.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-1,NA,-50,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202029,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-2,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202029,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202029,0,0,NA,5,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202029,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202029,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202029,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202029,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202029,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202029,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202029,3,0,3,486,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-10_07-50-19,isoweek,2020-29,3,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
