date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2020-12-21,AG,0,694072,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-22,AG,0,694072,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-23,AG,0,694072,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-24,AG,1,694072,1,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-25,AG,0,694072,1,0,0,0,14.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-26,AG,0,694072,1,0,0,0,24.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-27,AG,0,694072,1,0,0,0,34.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-28,AG,101,694072,102,0.01,0,0.01,34.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-29,AG,69,694072,171,0.01,0,0.02,34.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-30,AG,73,694072,244,0.01,0,0.04,35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2020-12-31,AG,0,694072,244,0,0,0.04,35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-01,AG,1,694072,245,0,0,0.04,20.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-02,AG,1,694072,246,0,0.01,0.04,76.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-03,AG,0,694072,246,0,0.02,0.04,133.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-04,AG,1,694072,247,0,0.03,0.04,237.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-05,AG,457,694072,704,0.07,0.05,0.1,329.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-06,AG,475,694072,1179,0.07,0.05,0.17,360.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-07,AG,725,694072,1904,0.1,0.05,0.27,360.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-08,AG,647,694072,2551,0.09,0.06,0.37,431,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-09,AG,218,694072,2769,0.03,0.07,0.4,484.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-10,AG,0,694072,2769,0,0.07,0.4,517.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-11,AG,495,694072,3264,0.07,0.07,0.47,513.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-12,AG,831,694072,4095,0.12,0.07,0.59,498.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-13,AG,706,694072,4801,0.1,0.07,0.69,499.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-14,AG,698,694072,5499,0.1,0.07,0.79,499.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-15,AG,544,694072,6043,0.08,0.08,0.87,550.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-16,AG,221,694072,6264,0.03,0.08,0.9,557.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-17,AG,2,694072,6266,0,0.09,0.9,651.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-18,AG,854,694072,7120,0.12,0.12,1.03,803.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-19,AG,880,694072,8000,0.13,0.13,1.15,895.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-20,AG,1360,694072,9360,0.2,0.13,1.35,881.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-21,AG,1762,694072,11122,0.25,0.13,1.6,881.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-22,AG,1190,694072,12312,0.17,0.14,1.77,937.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-23,AG,124,694072,12436,0.02,0.15,1.79,1026.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-24,AG,0,694072,12436,0,0.14,1.79,995.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-25,AG,1244,694072,13680,0.18,0.14,1.97,980.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-26,AG,1508,694072,15188,0.22,0.13,2.19,922,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-27,AG,1139,694072,16327,0.16,0.13,2.35,904.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-28,AG,1659,694072,17986,0.24,0.13,2.59,904.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-29,AG,780,694072,18766,0.11,0.12,2.7,842.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-30,AG,0,694072,18766,0,0.13,2.7,903.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-01-31,AG,0,694072,18766,0,0.15,2.7,1028.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-01,AG,810,694072,19576,0.12,0.15,2.82,1071.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-02,AG,1939,694072,21515,0.28,0.17,3.1,1212.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-03,AG,2014,694072,23529,0.29,0.18,3.39,1237.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-04,AG,1959,694072,25488,0.28,0.18,3.67,1237.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-05,AG,1768,694072,27256,0.25,0.18,3.93,1287.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-06,AG,172,694072,27428,0.02,0.18,3.95,1228.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-07,AG,0,694072,27428,0,0.17,3.95,1177.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-08,AG,1162,694072,28590,0.17,0.16,4.12,1125.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-09,AG,1522,694072,30112,0.22,0.16,4.34,1101.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-10,AG,1657,694072,31769,0.24,0.16,4.58,1101.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-11,AG,1596,694072,33365,0.23,0.16,4.81,1101.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-12,AG,1599,694072,34964,0.23,0.17,5.04,1166,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-13,AG,174,694072,35138,0.03,0.17,5.06,1182.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-14,AG,0,694072,35138,0,0.18,5.06,1275.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-15,AG,1614,694072,36752,0.23,0.2,5.3,1364.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-16,AG,1636,694072,38388,0.24,0.2,5.53,1411,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-17,AG,2312,694072,40700,0.33,0.23,5.86,1587.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-18,AG,2214,694072,42914,0.32,0.23,6.18,1587.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-19,AG,1927,694072,44841,0.28,0.24,6.46,1678.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-20,AG,1409,694072,46250,0.2,0.27,6.66,1851.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-21,AG,2,694072,46252,0,0.27,6.66,1910.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-22,AG,2248,694072,48500,0.32,0.29,6.99,2053.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-23,AG,2850,694072,51350,0.41,0.31,7.4,2191.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-24,AG,2724,694072,54074,0.39,0.31,7.79,2127.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-25,AG,3213,694072,57287,0.46,0.31,8.25,2127.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-26,AG,2894,694072,60181,0.42,0.3,8.67,2111,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-27,AG,963,694072,61144,0.14,0.3,8.81,2080.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-02-28,AG,3,694072,61147,0,0.31,8.81,2123.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-01,AG,2130,694072,63277,0.31,0.3,9.12,2050.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-02,AG,2637,694072,65914,0.38,0.3,9.5,2054.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-03,AG,3026,694072,68940,0.44,0.28,9.93,1963.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-04,AG,2703,694072,71643,0.39,0.28,10.32,1962.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-05,AG,2919,694072,74562,0.42,0.29,10.74,1987.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-06,AG,324,694072,74886,0.05,0.29,10.79,2038,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-07,AG,0,694072,74886,0,0.3,10.79,2051.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-08,AG,2303,694072,77189,0.33,0.29,11.12,2040.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-09,AG,2991,694072,80180,0.43,0.28,11.55,1941.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-10,AG,3122,694072,83302,0.45,0.28,12,1942.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-11,AG,2624,694072,85926,0.38,0.28,12.38,1942.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-12,AG,2224,694072,88150,0.32,0.27,12.7,1887.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-13,AG,331,694072,88481,0.05,0.25,12.75,1719.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-14,AG,0,694072,88481,0,0.22,12.75,1522,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-15,AG,1923,694072,90404,0.28,0.2,13.03,1418.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-16,AG,1811,694072,92215,0.26,0.2,13.29,1378.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-17,AG,1741,694072,93956,0.25,0.22,13.54,1509.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-18,AG,1898,694072,95854,0.27,0.22,13.81,1509.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-19,AG,1945,694072,97799,0.28,0.23,14.09,1608,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-20,AG,1246,694072,99045,0.18,0.26,14.27,1793.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-21,AG,0,694072,99045,0,0.29,14.27,1980.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-22,AG,2615,694072,101660,0.38,0.31,14.65,2164.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-23,AG,3110,694072,104770,0.45,0.34,15.09,2339.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-24,AG,3052,694072,107822,0.44,0.34,15.53,2346,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-25,AG,3183,694072,111005,0.46,0.34,15.99,2346,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-26,AG,3169,694072,114174,0.46,0.35,16.45,2419.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-27,AG,1293,694072,115467,0.19,0.36,16.64,2466,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-28,AG,0,694072,115467,0,0.36,16.64,2522.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-29,AG,3132,694072,118599,0.45,0.37,17.09,2549.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-30,AG,3433,694072,122032,0.49,0.32,17.58,2218,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-03-31,AG,3449,694072,125481,0.5,0.32,18.08,2243.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-01,AG,3372,694072,128853,0.49,0.32,18.56,2243.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-02,AG,847,694072,129700,0.12,0.28,18.69,1958.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-03,AG,1472,694072,131172,0.21,0.3,18.9,2077.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-04,AG,0,694072,131172,0,0.32,18.9,2226.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-05,AG,1137,694072,132309,0.16,0.34,19.06,2381.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-06,AG,4268,694072,136577,0.61,0.41,19.68,2873.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-07,AG,4487,694072,141064,0.65,0.42,20.32,2927.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-08,AG,4460,694072,145524,0.64,0.43,20.97,2981.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-09,AG,4290,694072,149814,0.62,0.49,21.58,3399,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-10,AG,1853,694072,151667,0.27,0.49,21.85,3387.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-11,AG,373,694072,152040,0.05,0.48,21.91,3357.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-12,AG,4062,694072,156102,0.59,0.49,22.49,3417.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-13,AG,4190,694072,160292,0.6,0.49,23.09,3431.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-14,AG,4274,694072,164566,0.62,0.49,23.71,3414.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-15,AG,4880,694072,169446,0.7,0.52,24.41,3596.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-16,AG,4391,694072,173837,0.63,0.53,25.05,3707.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-17,AG,1732,694072,175569,0.25,0.55,25.3,3842.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-18,AG,1646,694072,177215,0.24,0.58,25.53,4010.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-19,AG,4841,694072,182056,0.7,0.6,26.23,4136.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-20,AG,5132,694072,187188,0.74,0.62,26.97,4273.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-21,AG,5452,694072,192640,0.79,0.62,27.76,4271.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-22,AG,5764,694072,198404,0.83,0.62,28.59,4271.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-23,AG,5350,694072,203754,0.77,0.6,29.36,4168.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-24,AG,1717,694072,205471,0.25,0.59,29.6,4061.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-25,AG,1647,694072,207118,0.24,0.57,29.84,3925.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-26,AG,4119,694072,211237,0.59,0.54,30.43,3733.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-27,AG,4383,694072,215620,0.63,0.51,31.07,3541.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-28,AG,4499,694072,220119,0.65,0.51,31.71,3556,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-29,AG,4420,694072,224539,0.64,0.51,32.35,3563.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-04-30,AG,4004,694072,228543,0.58,0.54,32.93,3743.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-01,AG,1820,694072,230363,0.26,0.57,33.19,3957.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-02,AG,1699,694072,232062,0.24,0.61,33.43,4216,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-03,AG,5382,694072,237444,0.78,0.66,34.21,4561.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-04,AG,5881,694072,243325,0.85,0.7,35.06,4857.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-05,AG,6306,694072,249631,0.91,0.72,35.97,4956.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-06,AG,6837,694072,256468,0.99,0.72,36.95,4957,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-07,AG,6080,694072,262548,0.88,0.73,37.83,5048.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-08,AG,2512,694072,265060,0.36,0.74,38.19,5110.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-09,AG,1701,694072,266761,0.25,0.75,38.43,5216.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-10,AG,6024,694072,272785,0.87,0.67,39.3,4602.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-11,AG,6311,694072,279096,0.91,0.66,40.21,4573.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-12,AG,7052,694072,286148,1.02,0.67,41.23,4597.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-13,AG,2537,694072,288685,0.37,0.68,41.59,4671,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-14,AG,5877,694072,294562,0.85,0.68,42.44,4690.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-15,AG,2679,694072,297241,0.39,0.69,42.83,4781.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-16,AG,2217,694072,299458,0.32,0.7,43.15,4847.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-17,AG,6163,694072,305621,0.89,0.81,44.03,5586.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-18,AG,6945,694072,312566,1,0.82,45.03,5705.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-19,AG,7515,694072,320081,1.08,0.83,46.12,5737.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-20,AG,7712,694072,327793,1.11,0.79,47.23,5506.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-21,AG,6706,694072,334499,0.97,0.74,48.19,5160.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-22,AG,2905,694072,337404,0.42,0.75,48.61,5181,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-23,AG,600,694072,338004,0.09,0.76,48.7,5295.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-24,AG,3743,694072,341747,0.54,0.78,49.24,5395.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-25,AG,7086,694072,348833,1.02,0.79,50.26,5466.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-26,AG,8315,694072,357148,1.2,0.81,51.46,5617.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-27,AG,8413,694072,365561,1.21,0.84,52.67,5844.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-28,AG,7206,694072,372767,1.04,0.94,53.71,6498,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-29,AG,3960,694072,376727,0.57,0.97,54.28,6719.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-30,AG,2189,694072,378916,0.32,0.98,54.59,6823.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-05-31,AG,8317,694072,387233,1.2,0.99,55.79,6850.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-01,AG,8637,694072,395870,1.24,1.01,57.04,6990.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-02,AG,9042,694072,404912,1.3,1.03,58.34,7147.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-03,AG,8602,694072,413514,1.24,1.05,59.58,7325.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-04,AG,8187,694072,421701,1.18,1.05,60.76,7282.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-05,AG,5059,694072,426760,0.73,1.04,61.49,7213.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-06,AG,3432,694072,430192,0.49,1.03,61.98,7135,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-07,AG,8019,694072,438211,1.16,1.02,63.14,7067.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-08,AG,8155,694072,446366,1.17,1.01,64.31,7013.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-09,AG,8491,694072,454857,1.22,1.02,65.53,7094.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-10,AG,8131,694072,462988,1.17,1.02,66.71,7116.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-11,AG,7806,694072,470794,1.12,1.01,67.83,6990.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-12,AG,5630,694072,476424,0.81,0.99,68.64,6861.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-13,AG,3585,694072,480009,0.52,0.97,69.16,6764.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-14,AG,7133,694072,487142,1.03,0.96,70.19,6688,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-15,AG,7253,694072,494395,1.04,0.95,71.23,6567.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-16,AG,7814,694072,502209,1.13,0.92,72.36,6361.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-17,AG,7595,694072,509804,1.09,0.87,73.45,6042,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-18,AG,6960,694072,516764,1,0.85,74.45,5906.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-19,AG,4191,694072,520955,0.6,0.82,75.06,5687.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-20,AG,1348,694072,522303,0.19,0.79,75.25,5492.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-21,AG,6183,694072,528486,0.89,0.77,76.14,5329.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-22,AG,5721,694072,534207,0.82,0.75,76.97,5226,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-23,AG,6448,694072,540655,0.93,0.73,77.9,5093.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-24,AG,6454,694072,547109,0.93,0.74,78.83,5138.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-25,AG,6237,694072,553346,0.9,0.76,79.72,5272,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-26,AG,3265,694072,556611,0.47,0.77,80.19,5359.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-27,AG,1660,694072,558271,0.24,0.77,80.43,5344.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-28,AG,7119,694072,565390,1.03,0.76,81.46,5300.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-29,AG,6335,694072,571725,0.91,0.74,82.37,5099.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-06-30,AG,6339,694072,578064,0.91,0.73,83.29,5059.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-01,AG,6147,694072,584211,0.89,0.72,84.17,4991.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-02,AG,4834,694072,589045,0.7,0.7,84.87,4883,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-03,AG,2980,694072,592025,0.43,0.7,85.3,4840.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-04,AG,1187,694072,593212,0.17,0.7,85.47,4814.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-05,AG,6359,694072,599571,0.92,0.71,86.38,4884.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-06,AG,6040,694072,605611,0.87,0.73,87.25,5054.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-07,AG,6156,694072,611767,0.89,0.74,88.14,5094.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-08,AG,6636,694072,618403,0.96,0.74,89.1,5106.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-09,AG,6021,694072,624424,0.87,0.73,89.97,5087.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-10,AG,3260,694072,627684,0.47,0.72,90.43,5021.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-11,AG,1272,694072,628956,0.18,0.71,90.62,4913.14,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-12,AG,6228,694072,635184,0.9,0.68,91.52,4713,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-13,AG,5579,694072,640763,0.8,0.66,92.32,4554.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-14,AG,5396,694072,646159,0.78,0.63,93.1,4374.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-15,AG,5235,694072,651394,0.75,0.61,93.85,4207.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
2021-07-16,AG,4914,694072,656308,0.71,0.58,94.56,3996.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
