date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202104,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202104,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,0 - 9,fully_vaccinated,0,0,12,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,0 - 9,partially_vaccinated,0,0,11,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,0 - 9,not_vaccinated,0,0,880564,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,10 - 19,fully_vaccinated,0,0,204,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,10 - 19,partially_vaccinated,0,0,1098,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,10 - 19,not_vaccinated,0,0,852073,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,20 - 29,fully_vaccinated,0,0,1480,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,20 - 29,partially_vaccinated,0,0,8197,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,20 - 29,not_vaccinated,0,0,1032940,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,30 - 39,fully_vaccinated,0,0,2103,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,30 - 39,partially_vaccinated,0,0,13225,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,30 - 39,not_vaccinated,0,0,1232912,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,40 - 49,fully_vaccinated,0,0,3091,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,40 - 49,partially_vaccinated,0,0,17980,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,40 - 49,not_vaccinated,0,1,1185834,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,40 - 49,unknown,1,2,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,50 - 59,fully_vaccinated,0,0,4651,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,50 - 59,partially_vaccinated,0,0,28276,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,50 - 59,not_vaccinated,1,2,1272616,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,50 - 59,unknown,2,5,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,60 - 69,fully_vaccinated,0,0,4397,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,60 - 69,partially_vaccinated,0,0,29780,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,60 - 69,not_vaccinated,8,8,938100,0.85,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,60 - 69,unknown,7,21,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,70 - 79,fully_vaccinated,0,0,10743,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,70 - 79,partially_vaccinated,1,2,92691,1.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,70 - 79,not_vaccinated,10,25,636479,1.57,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,70 - 79,unknown,16,34,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,80+,fully_vaccinated,0,0,20169,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,80+,partially_vaccinated,11,18,123468,8.91,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,80+,not_vaccinated,38,70,316261,12.02,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,80+,unknown,71,147,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202105,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,0 - 9,fully_vaccinated,0,0,14,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,0 - 9,partially_vaccinated,0,0,13,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,0 - 9,not_vaccinated,0,0,880560,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,10 - 19,fully_vaccinated,0,0,428,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,10 - 19,partially_vaccinated,0,0,1233,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,10 - 19,not_vaccinated,0,0,851714,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,20 - 29,fully_vaccinated,0,0,3777,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,20 - 29,partially_vaccinated,0,0,8162,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,20 - 29,not_vaccinated,0,0,1030678,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,30 - 39,fully_vaccinated,0,0,5822,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,30 - 39,partially_vaccinated,0,0,12945,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,30 - 39,not_vaccinated,0,0,1229473,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,40 - 49,fully_vaccinated,0,0,7681,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,40 - 49,partially_vaccinated,0,0,18217,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,40 - 49,not_vaccinated,1,2,1181007,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,40 - 49,unknown,1,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,50 - 59,fully_vaccinated,0,0,10723,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,50 - 59,partially_vaccinated,0,0,30492,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,50 - 59,not_vaccinated,1,3,1264328,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,50 - 59,unknown,3,8,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,60 - 69,fully_vaccinated,0,0,9205,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,60 - 69,partially_vaccinated,0,0,33089,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,60 - 69,not_vaccinated,7,15,929983,0.75,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,60 - 69,unknown,6,27,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,70 - 79,fully_vaccinated,0,0,24551,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,70 - 79,partially_vaccinated,1,3,100646,0.99,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,70 - 79,not_vaccinated,12,37,614716,1.95,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,70 - 79,unknown,11,45,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,80+,fully_vaccinated,1,1,40961,2.44,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,80+,partially_vaccinated,9,27,131269,6.86,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,80+,not_vaccinated,34,104,287668,11.82,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,80+,unknown,42,189,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202106,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,0 - 9,fully_vaccinated,0,0,17,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,0 - 9,partially_vaccinated,0,0,12,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,0 - 9,not_vaccinated,0,0,880558,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,10 - 19,fully_vaccinated,0,0,625,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,10 - 19,partially_vaccinated,0,0,1299,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,10 - 19,not_vaccinated,0,0,851451,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,20 - 29,fully_vaccinated,0,0,5109,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,20 - 29,partially_vaccinated,0,0,8805,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,20 - 29,not_vaccinated,0,0,1028703,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,30 - 39,fully_vaccinated,0,0,8028,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,30 - 39,partially_vaccinated,0,0,13591,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,30 - 39,not_vaccinated,0,0,1226621,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,40 - 49,fully_vaccinated,0,0,10901,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,40 - 49,partially_vaccinated,0,0,19006,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,40 - 49,not_vaccinated,1,3,1176998,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,40 - 49,unknown,0,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,50 - 59,fully_vaccinated,0,0,16157,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,50 - 59,partially_vaccinated,0,0,32173,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,50 - 59,not_vaccinated,0,3,1257213,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,50 - 59,unknown,0,8,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,60 - 69,fully_vaccinated,0,0,15272,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,60 - 69,partially_vaccinated,0,0,34642,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,60 - 69,not_vaccinated,4,19,922363,0.43,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,60 - 69,unknown,5,32,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,70 - 79,fully_vaccinated,0,0,48998,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,70 - 79,partially_vaccinated,0,3,92270,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,70 - 79,not_vaccinated,9,46,598645,1.5,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,70 - 79,unknown,8,53,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,80+,fully_vaccinated,0,1,70338,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,80+,partially_vaccinated,4,31,120670,3.31,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,80+,not_vaccinated,21,125,268890,7.81,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,80+,unknown,34,223,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202107,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,0 - 9,fully_vaccinated,0,0,21,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,0 - 9,partially_vaccinated,0,0,10,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,0 - 9,not_vaccinated,0,0,880556,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,10 - 19,fully_vaccinated,0,0,895,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,10 - 19,partially_vaccinated,0,0,1242,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,10 - 19,not_vaccinated,0,0,851238,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,20 - 29,fully_vaccinated,0,0,6807,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,20 - 29,partially_vaccinated,0,0,8926,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,20 - 29,not_vaccinated,0,0,1026884,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,30 - 39,fully_vaccinated,0,0,10758,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,30 - 39,partially_vaccinated,0,0,13709,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,30 - 39,not_vaccinated,0,0,1223773,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,40 - 49,fully_vaccinated,0,0,14998,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,40 - 49,partially_vaccinated,0,0,18444,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,40 - 49,not_vaccinated,0,3,1173463,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,40 - 49,unknown,1,4,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,50 - 59,fully_vaccinated,0,0,23112,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,50 - 59,partially_vaccinated,0,0,30871,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,50 - 59,not_vaccinated,0,3,1251560,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,50 - 59,unknown,1,9,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,60 - 69,fully_vaccinated,0,0,23601,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,60 - 69,partially_vaccinated,0,0,32229,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,60 - 69,not_vaccinated,1,20,916447,0.11,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,60 - 69,unknown,4,36,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,70 - 79,fully_vaccinated,1,1,77765,1.29,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,70 - 79,partially_vaccinated,1,4,77308,1.29,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,70 - 79,not_vaccinated,7,53,584840,1.2,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,70 - 79,unknown,8,61,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,80+,fully_vaccinated,2,3,107450,1.86,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,80+,partially_vaccinated,7,38,98356,7.12,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,80+,not_vaccinated,11,136,254092,4.33,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,80+,unknown,19,242,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202108,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,0 - 9,fully_vaccinated,0,0,23,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,0 - 9,partially_vaccinated,0,0,12,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,0 - 9,not_vaccinated,0,0,880552,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,10 - 19,fully_vaccinated,0,0,1206,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,10 - 19,partially_vaccinated,0,0,1189,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,10 - 19,not_vaccinated,0,0,850980,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,20 - 29,fully_vaccinated,0,0,8926,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,20 - 29,partially_vaccinated,0,0,9144,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,20 - 29,not_vaccinated,0,0,1024547,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,30 - 39,fully_vaccinated,0,0,14125,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,30 - 39,partially_vaccinated,0,0,13915,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,30 - 39,not_vaccinated,0,0,1220200,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202109,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
