date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202114,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,0 - 9,fully_vaccinated,0,0,38,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,0 - 9,partially_vaccinated,0,0,27,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,0 - 9,not_vaccinated,0,0,880522,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,10 - 19,fully_vaccinated,0,0,3051,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,10 - 19,partially_vaccinated,0,0,1934,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,10 - 19,not_vaccinated,0,0,848390,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,10 - 19,unknown,0,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,20 - 29,fully_vaccinated,0,0,23177,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,20 - 29,partially_vaccinated,0,0,14926,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,20 - 29,not_vaccinated,0,0,1004514,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,30 - 39,fully_vaccinated,0,0,36059,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,30 - 39,partially_vaccinated,0,0,23250,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,30 - 39,not_vaccinated,0,0,1188931,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,40 - 49,fully_vaccinated,0,0,49379,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,40 - 49,partially_vaccinated,0,0,34175,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,40 - 49,not_vaccinated,0,3,1123351,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,40 - 49,unknown,0,5,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,fully_vaccinated,0,0,80378,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,partially_vaccinated,1,1,62648,1.6,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,not_vaccinated,1,19,1162517,0.09,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,50 - 59,unknown,1,13,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,fully_vaccinated,0,0,91847,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,partially_vaccinated,0,1,158810,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,not_vaccinated,4,56,721620,0.55,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,60 - 69,unknown,3,60,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,fully_vaccinated,0,2,235381,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,partially_vaccinated,2,11,196738,1.02,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,not_vaccinated,4,105,307794,1.3,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,70 - 79,unknown,3,121,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,fully_vaccinated,3,14,267953,1.12,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,partially_vaccinated,0,55,69788,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,not_vaccinated,12,243,122157,9.82,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,80+,unknown,12,344,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202115,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,fully_vaccinated,0,0,41,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,partially_vaccinated,0,0,37,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,not_vaccinated,0,0,880509,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,fully_vaccinated,0,0,3471,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,partially_vaccinated,0,0,2661,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,not_vaccinated,0,0,847243,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,10 - 19,unknown,0,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,fully_vaccinated,0,0,26321,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,partially_vaccinated,0,0,20428,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,not_vaccinated,0,0,995868,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,fully_vaccinated,0,0,40863,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,partially_vaccinated,0,0,31247,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,not_vaccinated,0,0,1176130,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,fully_vaccinated,0,0,56539,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,partially_vaccinated,0,0,50357,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,not_vaccinated,1,4,1100009,0.09,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,40 - 49,unknown,0,5,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,fully_vaccinated,0,0,93988,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,partially_vaccinated,0,1,97979,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,not_vaccinated,0,19,1113576,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,50 - 59,unknown,1,14,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,fully_vaccinated,0,0,114736,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,partially_vaccinated,0,1,227428,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,not_vaccinated,7,63,630113,1.11,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,60 - 69,unknown,2,62,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,fully_vaccinated,1,3,273206,0.37,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,partially_vaccinated,0,11,222360,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,not_vaccinated,6,111,244347,2.46,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,70 - 79,unknown,8,129,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,fully_vaccinated,4,18,288748,1.39,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,partially_vaccinated,0,55,60537,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,not_vaccinated,16,259,110613,14.46,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,80+,unknown,8,352,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202116,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,fully_vaccinated,0,0,42,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,partially_vaccinated,0,0,43,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,not_vaccinated,0,0,880502,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,fully_vaccinated,0,0,3921,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,partially_vaccinated,0,0,4585,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,not_vaccinated,0,0,844869,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,10 - 19,unknown,0,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,fully_vaccinated,0,0,29759,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,partially_vaccinated,0,0,31629,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,not_vaccinated,0,0,981229,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,fully_vaccinated,0,0,45944,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,partially_vaccinated,0,0,46564,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,not_vaccinated,0,0,1155732,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,fully_vaccinated,0,0,63931,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,partially_vaccinated,0,0,76934,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,not_vaccinated,2,6,1066040,0.19,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,40 - 49,unknown,0,5,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,fully_vaccinated,0,0,107409,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,partially_vaccinated,0,1,158236,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,not_vaccinated,5,24,1039898,0.48,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,50 - 59,unknown,3,17,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,fully_vaccinated,0,0,139940,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,partially_vaccinated,1,2,289166,0.35,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,not_vaccinated,3,66,543171,0.55,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,60 - 69,unknown,3,65,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,fully_vaccinated,1,4,309720,0.32,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,partially_vaccinated,0,11,230892,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,not_vaccinated,10,121,199301,5.02,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,70 - 79,unknown,8,137,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,fully_vaccinated,3,21,305568,0.98,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,partially_vaccinated,2,57,53706,3.72,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,not_vaccinated,18,277,100624,17.89,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,80+,unknown,10,362,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202117,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,fully_vaccinated,0,0,43,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,partially_vaccinated,0,0,59,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,not_vaccinated,0,0,880485,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,fully_vaccinated,0,0,4461,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,partially_vaccinated,0,0,8371,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,not_vaccinated,0,0,840543,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,10 - 19,unknown,0,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,fully_vaccinated,0,0,34074,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,partially_vaccinated,0,0,53398,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,not_vaccinated,0,0,955145,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,fully_vaccinated,0,0,52049,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,partially_vaccinated,0,0,73768,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,not_vaccinated,0,0,1122423,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,fully_vaccinated,0,0,72233,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,partially_vaccinated,0,0,116009,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,not_vaccinated,0,6,1018663,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,40 - 49,unknown,0,5,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,fully_vaccinated,0,0,123418,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,partially_vaccinated,0,1,247148,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,not_vaccinated,0,24,934977,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,50 - 59,unknown,0,17,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,fully_vaccinated,1,1,177705,0.56,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,partially_vaccinated,0,2,328613,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,not_vaccinated,6,72,465959,1.29,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,60 - 69,unknown,4,69,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,fully_vaccinated,0,4,357478,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,partially_vaccinated,0,11,206687,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,not_vaccinated,3,124,175748,1.71,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,70 - 79,unknown,4,141,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,fully_vaccinated,2,23,321783,0.62,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,partially_vaccinated,0,57,45727,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,not_vaccinated,12,289,92388,12.99,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,80+,unknown,9,371,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202118,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,fully_vaccinated,0,0,52,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,partially_vaccinated,0,0,60,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,not_vaccinated,0,0,880475,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,fully_vaccinated,0,0,5151,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,partially_vaccinated,0,0,12263,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,not_vaccinated,0,0,835961,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,10 - 19,unknown,0,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,fully_vaccinated,0,0,39518,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,partially_vaccinated,0,0,72214,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,not_vaccinated,0,0,930885,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,fully_vaccinated,0,0,60022,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,partially_vaccinated,0,0,98581,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,not_vaccinated,0,0,1089637,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,fully_vaccinated,0,0,84686,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,partially_vaccinated,0,0,149288,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,not_vaccinated,0,6,972931,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,40 - 49,unknown,1,6,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,fully_vaccinated,0,0,146775,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,partially_vaccinated,0,1,330767,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,not_vaccinated,4,28,828001,0.48,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,50 - 59,unknown,3,20,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,fully_vaccinated,0,1,242264,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,partially_vaccinated,0,2,320575,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,not_vaccinated,4,76,409438,0.98,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,60 - 69,unknown,1,70,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,fully_vaccinated,0,4,420699,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,partially_vaccinated,1,12,155794,0.64,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,not_vaccinated,4,128,163420,2.45,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,70 - 79,unknown,2,143,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,fully_vaccinated,2,25,335515,0.6,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,partially_vaccinated,0,57,36407,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,not_vaccinated,6,295,87976,6.82,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,80+,unknown,2,373,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202119,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,fully_vaccinated,0,0,54,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,partially_vaccinated,0,0,64,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,not_vaccinated,0,0,880469,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,fully_vaccinated,0,0,6358,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,partially_vaccinated,0,0,17734,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,not_vaccinated,0,0,829283,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,10 - 19,unknown,0,1,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,fully_vaccinated,0,0,48655,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,partially_vaccinated,0,0,97971,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,not_vaccinated,0,0,895991,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,fully_vaccinated,0,0,73006,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,partially_vaccinated,0,0,136852,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,not_vaccinated,0,0,1038382,0,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
202120,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2021-11-10_07-50-19
