date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-02-17,moderna,fully_vaccinated,1,3,15188,6.58,NA,0.29,1.91,100,13.64,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-18,moderna,fully_vaccinated,0,3,22349,0,NA,0.43,1.92,0,12.5,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-19,moderna,fully_vaccinated,0,3,29311,0,NA,0.43,1.47,0,10.71,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-20,moderna,fully_vaccinated,0,3,32797,0,NA,0.29,0.88,0,10.34,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-21,moderna,fully_vaccinated,1,4,33260,3.01,NA,0.14,0.42,100,13.33,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-22,moderna,fully_vaccinated,0,4,41007,0,NA,0.14,0.34,0,12.5,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-23,moderna,fully_vaccinated,0,4,52636,0,NA,0.14,0.27,0,10.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-24,moderna,fully_vaccinated,0,4,65496,0,NA,0.14,0.21,0,10.26,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-25,moderna,fully_vaccinated,0,4,79698,0,NA,0,0,0,10,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-26,moderna,fully_vaccinated,0,4,92562,0,NA,0,0,NA,10,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-27,moderna,fully_vaccinated,0,4,96369,0,NA,0.29,0.3,NA,10,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-02-28,moderna,fully_vaccinated,0,4,97406,0,NA,0.43,0.44,0,9.76,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-01,moderna,fully_vaccinated,0,4,106691,0,NA,0.43,0.4,0,9.52,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-02,moderna,fully_vaccinated,2,6,117807,1.7,NA,0.57,0.48,66.67,13.33,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-03,moderna,fully_vaccinated,1,7,129461,0.77,NA,0.57,0.44,33.33,14.58,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-04,moderna,fully_vaccinated,0,7,140652,0,NA,0.57,0.41,0,14,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-05,moderna,fully_vaccinated,1,8,150438,0.66,NA,0.57,0.38,100,15.69,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-06,moderna,fully_vaccinated,0,8,152359,0,NA,0.29,0.19,0,15.38,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-07,moderna,fully_vaccinated,0,8,153159,0,NA,0.29,0.19,0,15.09,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-08,moderna,fully_vaccinated,0,8,160839,0,NA,0.29,0.18,NA,15.09,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-09,moderna,fully_vaccinated,0,8,170999,0,NA,0.29,0.17,0,14.81,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-10,moderna,fully_vaccinated,1,9,180397,0.55,NA,0.29,0.16,100,16.36,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-11,moderna,fully_vaccinated,0,9,190816,0,NA,0.29,0.15,0,15.79,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-12,moderna,fully_vaccinated,1,10,199485,0.5,NA,0.29,0.15,33.33,16.67,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-13,moderna,fully_vaccinated,0,10,201315,0,NA,0.29,0.14,0,16.39,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-14,moderna,fully_vaccinated,0,10,201663,0,NA,0.14,0.07,0,15.38,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-15,moderna,fully_vaccinated,0,10,208994,0,NA,0.14,0.07,0,14.93,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-16,moderna,fully_vaccinated,0,10,217613,0,NA,0,0,0,14.71,0,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-17,moderna,fully_vaccinated,0,10,226728,0,NA,0.14,0.06,0,14.08,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-18,moderna,fully_vaccinated,0,10,235946,0,NA,0.14,0.06,0,13.33,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-19,moderna,fully_vaccinated,0,10,243960,0,NA,0.14,0.06,0,12.82,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-20,moderna,fully_vaccinated,1,11,245640,0.41,NA,0.14,0.06,25,13.41,3.57,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-21,moderna,fully_vaccinated,0,11,245753,0,NA,0.14,0.06,0,13.25,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-22,moderna,fully_vaccinated,0,11,252673,0,NA,0.14,0.06,0,13.1,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-23,moderna,fully_vaccinated,0,11,260456,0,NA,0.14,0.05,0,12.79,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-24,moderna,fully_vaccinated,0,11,267721,0,NA,0.14,0.05,NA,12.79,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-25,moderna,fully_vaccinated,0,11,275583,0,NA,0.14,0.05,0,12.64,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-26,moderna,fully_vaccinated,0,11,281599,0,NA,0.14,0.05,NA,12.64,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-27,moderna,fully_vaccinated,1,12,282834,0.35,NA,0.14,0.05,50,13.48,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-28,moderna,fully_vaccinated,0,12,283340,0,NA,0.14,0.05,0,13.19,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-29,moderna,fully_vaccinated,0,12,288580,0,NA,0.29,0.1,0,12.9,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-30,moderna,fully_vaccinated,0,12,293426,0,NA,0.29,0.1,0,12.77,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-03-31,moderna,fully_vaccinated,0,12,299685,0,NA,0.29,0.1,0,12.5,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-01,moderna,fully_vaccinated,1,13,307614,0.33,NA,0.29,0.09,33.33,13.13,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-02,moderna,fully_vaccinated,0,13,309263,0,NA,0.57,0.18,0,12.75,17.86,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-03,moderna,fully_vaccinated,1,14,310390,0.32,NA,0.57,0.18,25,13.21,17.86,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-04,moderna,fully_vaccinated,0,14,310403,0,NA,0.71,0.23,0,12.96,25,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-05,moderna,fully_vaccinated,2,16,310707,0.64,NA,0.71,0.23,66.67,14.41,23.1,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-06,moderna,fully_vaccinated,0,16,317697,0,NA,0.71,0.22,0,14.16,23.1,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-07,moderna,fully_vaccinated,1,17,324235,0.31,NA,0.57,0.18,50,14.78,19.52,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-08,moderna,fully_vaccinated,1,18,331920,0.3,NA,0.57,0.17,20,15,19.52,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-09,moderna,fully_vaccinated,0,18,338861,0,NA,0.43,0.13,0,14.52,17.14,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-10,moderna,fully_vaccinated,0,18,341218,0,NA,0.43,0.13,0,14.29,17.14,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-11,moderna,fully_vaccinated,0,18,341415,0,NA,0.43,0.13,0,13.74,24.29,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-12,moderna,fully_vaccinated,1,19,345488,0.29,NA,0.43,0.12,50,14.29,23.81,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-13,moderna,fully_vaccinated,0,19,350871,0,NA,0.57,0.16,0,13.97,26.67,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-14,moderna,fully_vaccinated,1,20,356143,0.28,NA,0.71,0.2,100,14.6,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-15,moderna,fully_vaccinated,1,21,362201,0.28,NA,0.71,0.2,16.67,14.69,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-16,moderna,fully_vaccinated,1,22,367962,0.27,NA,0.71,0.19,20,14.86,26.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-17,moderna,fully_vaccinated,1,23,369985,0.27,NA,0.71,0.19,33.33,15.23,26.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-18,moderna,fully_vaccinated,0,23,370009,0,NA,0.57,0.15,0,15.13,12.04,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-19,moderna,fully_vaccinated,1,24,374807,0.27,NA,0.43,0.11,14.29,15.09,9.66,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-20,moderna,fully_vaccinated,0,24,383903,0,NA,0.43,0.11,0,14.91,10.37,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-21,moderna,fully_vaccinated,0,24,394749,0,NA,0.43,0.11,0,14.81,19.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-22,moderna,fully_vaccinated,0,24,410037,0,NA,0.43,0.1,0,14.63,19.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-23,moderna,fully_vaccinated,1,25,422502,0.24,NA,0.43,0.1,25,14.88,20.71,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-24,moderna,fully_vaccinated,1,26,427164,0.23,NA,0.57,0.13,100,15.38,25.48,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-25,moderna,fully_vaccinated,0,26,427818,0,NA,0.57,0.13,0,15.03,25.48,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-26,moderna,fully_vaccinated,1,27,441532,0.23,NA,0.71,0.16,20,15.17,29.05,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-27,moderna,fully_vaccinated,1,28,459364,0.22,NA,0.71,0.15,33.33,15.47,30.24,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-28,moderna,fully_vaccinated,0,28,474253,0,NA,0.57,0.12,0,14.97,15.95,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-29,moderna,fully_vaccinated,1,29,489518,0.2,NA,0.57,0.12,25,15.18,15.95,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-04-30,moderna,fully_vaccinated,1,30,497806,0.2,NA,0.43,0.09,33.33,15.46,13.09,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-01,moderna,fully_vaccinated,0,30,499127,0,NA,0.29,0.06,0,15.23,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-02,moderna,fully_vaccinated,0,30,499521,0,NA,0.57,0.11,0,15.08,15.48,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-03,moderna,fully_vaccinated,0,30,504591,0,NA,0.43,0.09,0,14.71,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-04,moderna,fully_vaccinated,0,30,516587,0,NA,0.29,0.06,0,14.49,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-05,moderna,fully_vaccinated,2,32,530939,0.38,NA,0.29,0.05,50,15.17,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-06,moderna,fully_vaccinated,0,32,549331,0,NA,0.29,0.05,0,14.88,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-07,moderna,fully_vaccinated,0,32,567607,0,NA,0.29,0.05,0,14.81,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-08,moderna,fully_vaccinated,0,32,574343,0,NA,0.43,0.07,0,14.68,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-09,moderna,fully_vaccinated,0,32,576376,0,NA,0.14,0.02,0,14.41,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-10,moderna,fully_vaccinated,0,32,591740,0,NA,0.29,0.05,0,14.35,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-11,moderna,fully_vaccinated,1,33,611484,0.16,NA,0.29,0.05,33.33,14.6,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-12,moderna,fully_vaccinated,0,33,632281,0,NA,0.29,0.05,0,14.41,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-13,moderna,fully_vaccinated,1,34,639094,0.16,NA,0.43,0.07,50,14.72,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-14,moderna,fully_vaccinated,0,34,658913,0,NA,0.57,0.09,0,14.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-15,moderna,fully_vaccinated,0,34,668159,0,NA,0.57,0.09,NA,14.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-16,moderna,fully_vaccinated,1,35,669973,0.15,NA,0.86,0.13,100,14.89,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-17,moderna,fully_vaccinated,1,36,690079,0.14,NA,0.71,0.1,20,15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-18,moderna,fully_vaccinated,1,37,714535,0.14,NA,0.71,0.1,16.67,15.04,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-19,moderna,fully_vaccinated,2,39,738154,0.27,NA,0.71,0.1,100,15.73,33.81,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-20,moderna,fully_vaccinated,0,39,767360,0,NA,0.71,0.09,0,15.66,33.81,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-21,moderna,fully_vaccinated,0,39,792408,0,NA,0.57,0.07,0,15.48,30.95,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-22,moderna,fully_vaccinated,0,39,804042,0,NA,0.57,0.07,0,15.42,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-23,moderna,fully_vaccinated,1,40,808545,0.12,NA,0.29,0.04,100,15.75,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-24,moderna,fully_vaccinated,0,40,817248,0,NA,0.43,0.05,0,15.62,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-25,moderna,fully_vaccinated,1,41,842664,0.12,NA,0.43,0.05,33.33,15.83,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-26,moderna,fully_vaccinated,0,41,869195,0,NA,0.57,0.07,0,15.77,36.9,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-27,moderna,fully_vaccinated,1,42,898073,0.11,NA,0.43,0.05,25,15.91,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-28,moderna,fully_vaccinated,0,42,928803,0,NA,0.57,0.06,0,15.73,27.38,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-29,moderna,fully_vaccinated,1,43,945047,0.11,NA,0.43,0.05,100,16.04,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-30,moderna,fully_vaccinated,0,43,951026,0,NA,0.43,0.05,0,15.93,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-05-31,moderna,fully_vaccinated,1,44,974929,0.1,NA,0.29,0.03,33.33,16.12,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-01,moderna,fully_vaccinated,0,44,1003955,0,NA,0.43,0.04,NA,16.12,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-02,moderna,fully_vaccinated,0,44,1036865,0,NA,0.29,0.03,0,16.06,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-03,moderna,fully_vaccinated,0,44,1069159,0,NA,0.29,0.03,0,16,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-04,moderna,fully_vaccinated,1,45,1107400,0.09,NA,0.14,0.01,33.33,16.19,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-05,moderna,fully_vaccinated,0,45,1126061,0,NA,0.14,0.01,0,16.07,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-06,moderna,fully_vaccinated,0,45,1134132,0,NA,0.29,0.03,0,16.01,9.52,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-07,moderna,fully_vaccinated,0,45,1169193,0,NA,0.29,0.02,0,15.96,9.52,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-08,moderna,fully_vaccinated,0,45,1209905,0,NA,0.14,0.01,0,15.85,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-09,moderna,fully_vaccinated,1,46,1249077,0.08,NA,0.29,0.02,33.33,16.03,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-10,moderna,fully_vaccinated,0,46,1280996,0,NA,0.29,0.02,0,15.97,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-11,moderna,fully_vaccinated,0,46,1317111,0,NA,0.43,0.03,NA,15.97,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-12,moderna,fully_vaccinated,1,47,1337879,0.07,NA,0.57,0.04,100,16.26,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-13,moderna,fully_vaccinated,0,47,1348038,0,NA,0.43,0.03,0,16.15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-14,moderna,fully_vaccinated,1,48,1382216,0.07,NA,0.43,0.03,50,16.38,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-15,moderna,fully_vaccinated,1,49,1423635,0.07,NA,0.43,0.03,100,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-16,moderna,fully_vaccinated,0,49,1468606,0,NA,0.29,0.02,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-17,moderna,fully_vaccinated,0,49,1516128,0,NA,0.29,0.02,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-18,moderna,fully_vaccinated,0,49,1562028,0,NA,0.14,0.01,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-19,moderna,fully_vaccinated,0,49,1584066,0,NA,0,0,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-20,moderna,fully_vaccinated,0,49,1592940,0,NA,0,0,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-21,moderna,fully_vaccinated,0,49,1629541,0,NA,0,0,0,16.61,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-22,moderna,fully_vaccinated,0,49,1674231,0,NA,0,0,0,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-23,moderna,fully_vaccinated,0,49,1720197,0,NA,0,0,NA,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-24,moderna,fully_vaccinated,0,49,1767728,0,NA,0,0,0,16.5,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-25,moderna,fully_vaccinated,0,49,1812144,0,NA,0,0,0,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-26,moderna,fully_vaccinated,0,49,1835115,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-27,moderna,fully_vaccinated,0,49,1844972,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-11-10_07-50-19
2021-06-28,moderna,fully_vaccinated,0,49,1887901,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-06-29,moderna,fully_vaccinated,0,49,1935689,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-06-30,moderna,fully_vaccinated,0,49,1990055,0,NA,0,0,0,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-01,moderna,fully_vaccinated,0,49,2038436,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-02,moderna,fully_vaccinated,0,49,2089272,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-03,moderna,fully_vaccinated,0,49,2123237,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-04,moderna,fully_vaccinated,0,49,2133469,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-05,moderna,fully_vaccinated,0,49,2182575,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-06,moderna,fully_vaccinated,0,49,2231477,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-07,moderna,fully_vaccinated,0,49,2280108,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
2021-07-08,moderna,fully_vaccinated,0,49,2331342,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-11-10_07-50-19
