date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202117,female,unknown,92,1425,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,male,fully_vaccinated,6,69,442779,1.36,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,male,partially_vaccinated,10,71,418058,2.39,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,male,not_vaccinated,142,1341,3461130,4.1,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,male,unknown,100,1722,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,unknown,fully_vaccinated,0,0,157,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,unknown,partially_vaccinated,0,0,208,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202117,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,female,fully_vaccinated,9,58,636831,1.41,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,female,partially_vaccinated,4,55,570614,0.7,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,female,not_vaccinated,76,1100,3179943,2.39,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,female,unknown,61,1486,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,male,fully_vaccinated,6,75,506228,1.19,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,male,partially_vaccinated,10,81,508888,1.97,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,male,not_vaccinated,101,1442,3306851,3.05,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,male,unknown,69,1791,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,fully_vaccinated,0,0,185,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,partially_vaccinated,0,0,278,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202118,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,female,fully_vaccinated,4,62,738509,0.54,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,female,partially_vaccinated,6,61,612653,0.98,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,female,not_vaccinated,60,1160,3036226,1.98,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,female,unknown,42,1528,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,male,fully_vaccinated,2,77,595952,0.34,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,male,partially_vaccinated,4,85,562982,0.71,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,male,not_vaccinated,61,1503,3163033,1.93,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,male,unknown,58,1849,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,fully_vaccinated,0,0,221,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,partially_vaccinated,0,0,314,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202119,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,female,fully_vaccinated,3,65,878574,0.34,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,female,partially_vaccinated,8,69,631180,1.27,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,female,not_vaccinated,70,1230,2877634,2.43,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,female,unknown,44,1572,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,male,fully_vaccinated,6,83,721284,0.83,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
202120,male,partially_vaccinated,3,88,597963,0.5,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-10_07-50-19
